concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Turning & Milling,complete,ID3846,2012-01-23 00:47:00+00:00,Turning & Milling,ID3846,2012-01-23 00:22:14.062500+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning Q.C.,complete,ID4618,2012-01-23 17:26:00+00:00,Turning Q.C.,ID4618,2012-01-23 16:54:46.875000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4794,2012-01-25 17:57:00+00:00,Laser Marking,ID4794,2012-01-25 13:09:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 19:54:00+00:00,Laser Marking,ID4882,2012-01-25 19:24:45+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 21:09:00+00:00,Laser Marking,ID4882,2012-01-25 20:50:15+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-27 20:00:00+00:00,Flat Grinding,ID0998,2012-01-27 19:45:56.250000+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-29 22:06:00+00:00,Flat Grinding,ID0998,2012-01-29 17:24:11.250000+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-30 23:59:00+00:00,Flat Grinding,ID0998,2012-01-30 21:33:24.375000+00:00,Case10,Variant 8,8,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-02 21:16:00+00:00,Final Inspection Q.C.,ID4618,2012-02-02 18:22:56.250000+00:00,Case10,Variant 8,8,Fluxicon Disco
Packing,complete,ID4820,2012-02-03 08:00:00+00:00,Packing,ID4820,2012-02-03 07:24:46.875000+00:00,Case10,Variant 8,8,Fluxicon Disco
End,complete,End,2012-02-03 08:00:00+00:00,End,End,2012-02-03 08:00:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Start,complete,Start,2012-02-21 00:09:00+00:00,Start,Start,2012-02-21 00:09:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 00:57:00+00:00,Turning & Milling,ID4219,2012-02-21 00:55:07.500000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-21 09:57:00+00:00,Turning & Milling,ID4529,2012-02-21 09:35:54.375000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 18:03:00+00:00,Turning & Milling,ID4219,2012-02-21 17:44:00.937500+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 19:08:00+00:00,Turning & Milling,ID4219,2012-02-21 19:05:27.656250+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-22 22:10:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-22 20:28:37.500000+00:00,Case100,Variant 9,9,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-11 18:06:00+00:00,Laser Marking,ID0998,2012-03-08 13:35:15+00:00,Case100,Variant 9,9,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-11 19:45:00+00:00,Flat Grinding,ID0998,2012-03-11 19:35:43.125000+00:00,Case100,Variant 9,9,Fluxicon Disco
Lapping,complete,ID4882,2012-03-11 20:18:00+00:00,Lapping,ID4882,2012-03-11 20:09:45+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 17:41:00+00:00,Round Grinding,ID4445,2012-03-13 15:00:30+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 22:12:00+00:00,Round Grinding,ID4445,2012-03-13 21:55:03.750000+00:00,Case100,Variant 9,9,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-16 19:40:00+00:00,Grinding Rework,ID4872,2012-03-16 12:20:24.375000+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-19 21:06:00+00:00,Final Inspection Q.C.,ID4618,2012-03-19 14:12:56.250000+00:00,Case100,Variant 9,9,Fluxicon Disco
Packing,complete,ID4820,2012-03-21 08:00:00+00:00,Packing,ID4820,2012-03-21 06:05:29.062500+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-21 14:03:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 13:28:58.125000+00:00,Case100,Variant 9,9,Fluxicon Disco
End,complete,End,2012-03-21 14:03:00+00:00,End,End,2012-03-21 14:03:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Start,complete,Start,2012-03-14 01:47:00+00:00,Start,Start,2012-03-14 01:47:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Setup,complete,ID4219,2012-03-14 03:03:00+00:00,Setup,ID4219,2012-03-14 02:25:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:03:00+00:00,Turning & Milling,ID4219,2012-03-14 05:55:58.125000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:49:00+00:00,Turning & Milling,ID4219,2012-03-14 06:47:12.187500+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 08:06:00+00:00,Turning & Milling,ID4219,2012-03-14 08:02:59.531250+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-14 13:28:00+00:00,Turning & Milling,ID4794,2012-03-14 13:15:25.312500+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 14:48:00+00:00,Turning & Milling,ID0997,2012-03-14 14:44:52.500000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 18:10:00+00:00,Turning & Milling,ID0997,2012-03-14 18:02:06.562500+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 20:30:00+00:00,Turning & Milling,ID0997,2012-03-14 20:24:31.875000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-14 21:48:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-14 21:43:07.500000+00:00,Case101,Variant 10,10,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-15 17:55:00+00:00,Flat Grinding,ID0998,2012-03-15 16:01:50.625000+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-23 19:40:00+00:00,Lapping,ID0998,2012-03-21 19:13:45+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 07:45:00+00:00,Round Grinding,ID4528,2012-03-25 05:29:41.250000+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 14:45:00+00:00,Round Grinding,ID4528,2012-03-25 14:18:45+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-25 19:00:00+00:00,Lapping,ID0998,2012-03-25 17:56:15+00:00,Case101,Variant 10,10,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-25 19:29:00+00:00,Laser Marking,ID0998,2012-03-25 19:21:45+00:00,Case101,Variant 10,10,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-25 19:31:00+00:00,Final Inspection Q.C.,ID4618,2012-03-25 19:30:48.750000+00:00,Case101,Variant 10,10,Fluxicon Disco
Packing,complete,ID4820,2012-03-26 09:00:00+00:00,Packing,ID4820,2012-03-26 08:15:45.468750+00:00,Case101,Variant 10,10,Fluxicon Disco
End,complete,End,2012-03-26 09:00:00+00:00,End,End,2012-03-26 09:00:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Start,complete,Start,2012-02-27 23:40:00+00:00,Start,Start,2012-02-27 23:40:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 04:09:00+00:00,Turning & Milling,ID4219,2012-02-28 03:58:29.531250+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 08:23:00+00:00,Turning & Milling,ID4219,2012-02-28 08:13:04.687500+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 20:26:00+00:00,Turning & Milling,ID0997,2012-02-28 19:57:45.468750+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-28 22:25:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-28 22:17:33.750000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 23:12:00+00:00,Turning & Milling,ID0997,2012-02-28 23:10:09.843750+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 00:56:00+00:00,Turning & Milling,ID0997,2012-02-29 00:51:56.250000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-29 08:29:00+00:00,Turning & Milling,ID4219,2012-02-29 08:11:18.281250+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-29 11:31:00+00:00,Turning & Milling,ID4794,2012-02-29 11:23:53.437500+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 18:05:00+00:00,Turning & Milling,ID0997,2012-02-29 17:49:36.562500+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 23:00:00+00:00,Turning & Milling,ID0997,2012-02-29 22:48:28.593750+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:36:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:33:45+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:20:00+00:00,Turning & Milling,ID0997,2012-03-01 00:18:16.875000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:48:00+00:00,Turning & Milling,ID0997,2012-03-01 00:46:54.375000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-01 07:11:00+00:00,Turning & Milling,ID4219,2012-03-01 06:56:02.343750+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-01 17:49:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-01 17:09:07.500000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-06 08:15:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-06 01:20:52.500000+00:00,Case102,Variant 11,11,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-08 21:41:00+00:00,Laser Marking,ID0998,2012-03-08 06:19:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID4882,2012-03-09 08:15:00+00:00,Lapping,ID4882,2012-03-09 05:36:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID0998,2012-03-11 18:04:00+00:00,Lapping,ID0998,2012-03-11 03:36:45+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 03:00:00+00:00,Round Grinding,ID4528,2012-03-12 02:26:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 06:40:00+00:00,Round Grinding,ID4528,2012-03-12 06:26:15+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:04:00+00:00,Round Grinding,ID4445,2012-03-12 14:32:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 15:09:00+00:00,Round Grinding,ID4287,2012-03-12 15:08:41.250000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:09:00+00:00,Round Grinding,ID4445,2012-03-12 15:09:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 17:57:00+00:00,Round Grinding,ID4287,2012-03-12 17:46:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 17:58:00+00:00,Round Grinding,ID4445,2012-03-12 17:57:56.250000+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 00:00:00+00:00,Final Inspection Q.C.,ID4287,2012-03-12 23:26:03.750000+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 15:06:00+00:00,Final Inspection Q.C.,ID4287,2012-03-13 13:41:03.750000+00:00,Case102,Variant 11,11,Fluxicon Disco
Packing,complete,ID4820,2012-03-14 08:00:00+00:00,Packing,ID4820,2012-03-14 07:04:32.812500+00:00,Case102,Variant 11,11,Fluxicon Disco
End,complete,End,2012-03-14 08:00:00+00:00,End,End,2012-03-14 08:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Start,complete,Start,2012-03-06 16:10:00+00:00,Start,Start,2012-03-06 16:10:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-06 17:18:00+00:00,Turning & Milling,ID4219,2012-03-06 17:15:20.625000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-08 13:51:00+00:00,Turning & Milling,ID0997,2012-03-08 12:06:35.156250+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-08 23:38:00+00:00,Turning & Milling,ID4219,2012-03-08 23:15:04.218750+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 11:35:00+00:00,Turning & Milling,ID0997,2012-03-09 11:06:59.531250+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 14:27:00+00:00,Turning & Milling,ID0997,2012-03-09 14:20:16.875000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-09 17:27:00+00:00,Turning & Milling,ID4219,2012-03-09 17:19:58.125000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-09 17:38:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-09 17:37:18.750000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-11 15:16:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-11 12:24:52.500000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 17:37:00+00:00,Turning & Milling,ID0997,2012-03-11 17:31:29.531250+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 18:48:00+00:00,Turning & Milling,ID0997,2012-03-11 18:45:13.593750+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 23:09:00+00:00,Turning & Milling,ID0997,2012-03-11 22:58:48.281250+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-12 01:35:00+00:00,Turning & Milling,ID4219,2012-03-12 01:29:17.812500+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-12 15:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-12 14:35:56.250000+00:00,Case103,Variant 12,12,Fluxicon Disco
Laser Marking,complete,ID4355,2012-03-13 17:46:00+00:00,Laser Marking,ID4355,2012-03-13 11:11:30+00:00,Case103,Variant 12,12,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-13 21:04:00+00:00,Flat Grinding,ID0998,2012-03-13 20:45:26.250000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 00:35:09.375000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 17:35:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 16:01:26.250000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 19:04:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 18:55:39.375000+00:00,Case103,Variant 12,12,Fluxicon Disco
Packing,complete,ID4820,2012-03-15 08:00:00+00:00,Packing,ID4820,2012-03-15 07:17:33.750000+00:00,Case103,Variant 12,12,Fluxicon Disco
End,complete,End,2012-03-15 08:00:00+00:00,End,End,2012-03-15 08:00:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Start,complete,Start,2012-03-20 03:43:00+00:00,Start,Start,2012-03-20 03:43:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 09:26:00+00:00,Turning & Milling,ID4529,2012-03-20 09:12:36.093750+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 13:41:00+00:00,Turning & Milling,ID4529,2012-03-20 13:31:02.343750+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-03-20 18:07:00+00:00,Turning & Milling,ID4429,2012-03-20 17:56:36.562500+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-20 18:54:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-20 18:51:03.750000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-21 14:41:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-21 13:26:48.750000+00:00,Case104,Variant 13,13,Fluxicon Disco
Laser Marking,complete,ID4718,2012-03-21 16:49:00+00:00,Laser Marking,ID4718,2012-03-21 16:17:00+00:00,Case104,Variant 13,13,Fluxicon Disco
End,complete,End,2012-03-21 16:49:00+00:00,End,End,2012-03-21 16:49:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Start,complete,Start,2012-03-21 06:18:00+00:00,Start,Start,2012-03-21 06:18:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-03-21 13:34:00+00:00,Turning & Milling,ID4167,2012-03-21 13:16:58.125000+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4932,2012-03-21 17:31:00+00:00,Turning & Milling,ID4932,2012-03-21 17:21:44.531250+00:00,Case105,Variant 5,5,Fluxicon Disco
End,complete,End,2012-03-21 17:31:00+00:00,End,End,2012-03-21 17:31:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Start,complete,Start,2012-03-15 17:14:00+00:00,Start,Start,2012-03-15 17:14:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-15 22:44:00+00:00,Turning & Milling,ID0997,2012-03-15 22:31:06.562500+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-16 03:38:00+00:00,Turning & Milling,ID4219,2012-03-16 03:26:30.937500+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-19 14:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-19 09:17:22.500000+00:00,Case106,Variant 14,14,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-19 17:51:00+00:00,Laser Marking,ID0998,2012-03-19 17:00:15+00:00,Case106,Variant 14,14,Fluxicon Disco
Flat Grinding,complete,ID4882,2012-03-19 22:20:00+00:00,Flat Grinding,ID4882,2012-03-19 21:54:46.875000+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 20:12:16.875000+00:00,Case106,Variant 14,14,Fluxicon Disco
Packing,complete,ID4820,2012-03-22 08:00:00+00:00,Packing,ID4820,2012-03-22 08:00:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 20:05:00+00:00,Final Inspection Q.C.,ID4618,2012-03-22 18:57:01.875000+00:00,Case106,Variant 14,14,Fluxicon Disco
End,complete,End,2012-03-22 20:05:00+00:00,End,End,2012-03-22 20:05:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Start,complete,Start,2012-03-30 14:36:00+00:00,Start,Start,2012-03-30 14:36:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-03-30 19:47:00+00:00,Turning & Milling,ID4132,2012-03-30 19:34:51.093750+00:00,Case107,Variant 1,1,Fluxicon Disco
End,complete,End,2012-03-30 19:47:00+00:00,End,End,2012-03-30 19:47:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Start,complete,Start,2012-02-27 08:18:00+00:00,Start,Start,2012-02-27 08:18:00+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-27 13:55:00+00:00,Turning & Milling,ID4794,2012-02-27 13:41:50.156250+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-27 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-27 15:33:26.250000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 16:13:00+00:00,Turning & Milling,ID4529,2012-02-27 16:11:42.656250+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 19:38:00+00:00,Turning & Milling,ID4529,2012-02-27 19:29:59.531250+00:00,Case108,Variant 15,15,Fluxicon Disco
