case_id,activity,enable_time,start_time,end_time,resource
1,Start,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:26:40.000000+00:00,Start
1,Final Inspection Q.C.,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:26:40.000000+00:00,2011-01-02 15:16:06.744699+00:00,Joint_Final Inspection Q.C._1
1,Round Grinding,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:26:40.000000+00:00,2011-01-02 16:07:40.491360+00:00,Joint_Round Grinding_2
1,Turning & Milling Q.C.,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:26:40.000000+00:00,2011-01-02 14:28:40.325833+00:00,Joint_Turning & Milling Q.C._0
1,Final Inspection Q.C.,2011-01-02 15:16:06.744699+00:00,2011-01-02 17:00:00.000000+00:00,2011-01-03 14:58:28.324929+00:00,Joint_Final Inspection Q.C._3
1,Round Grinding,2011-01-02 16:07:40.491360+00:00,2011-01-02 16:07:40.491360+00:00,2011-01-02 16:36:26.070857+00:00,Joint_Round Grinding_0
1,Round Grinding,2011-01-02 16:36:26.070857+00:00,2011-01-02 16:36:26.070857+00:00,2011-01-02 17:34:48.153485+00:00,ID0998
0,Round Grinding,2011-01-02 16:44:28.036533+00:00,2011-01-02 16:44:28.036533+00:00,2011-01-02 20:19:04.024348+00:00,Joint_Round Grinding_2
1,Round Grinding,2011-01-02 17:34:48.153485+00:00,2011-01-02 17:34:48.153485+00:00,2011-01-02 18:22:00.777348+00:00,Joint_Round Grinding_0
0,Grinding Rework,2011-01-02 17:35:25.157383+00:00,2011-01-02 17:35:25.157383+00:00,2011-01-02 17:38:00.058365+00:00,Joint_Grinding Rework_0
0,Grinding Rework,2011-01-02 17:38:00.058365+00:00,2011-01-02 17:38:00.058365+00:00,2011-01-02 19:36:12.726437+00:00,ID0998
1,Round Grinding,2011-01-02 18:22:00.777348+00:00,2011-01-02 19:00:00.000000+00:00,2011-01-02 19:04:11.575659+00:00,Joint_Round Grinding_1
1,Round Grinding,2011-01-02 19:04:11.575659+00:00,2011-01-02 19:04:11.575659+00:00,2011-01-02 19:37:16.787421+00:00,Joint_Round Grinding_0
1,Round Grinding,2011-01-02 19:37:16.787421+00:00,2011-01-02 19:37:16.787421+00:00,2011-01-02 19:40:14.414218+00:00,Joint_Round Grinding_1
1,Round Grinding,2011-01-02 19:40:14.414218+00:00,2011-01-02 19:40:14.414218+00:00,2011-01-02 19:41:23.709948+00:00,ID0998
1,Round Grinding,2011-01-02 19:41:23.709948+00:00,2011-01-02 19:41:23.709948+00:00,2011-01-02 20:13:21.189828+00:00,Joint_Round Grinding_0
1,Round Grinding,2011-01-02 20:13:21.189828+00:00,2011-01-02 21:00:00.000000+00:00,2011-01-02 23:45:08.055727+00:00,Joint_Round Grinding_1
1,Round Grinding,2011-01-02 23:45:08.055727+00:00,2011-01-02 23:45:08.055727+00:00,2011-01-02 23:47:01.623285+00:00,ID0998
1,Round Grinding,2011-01-02 23:47:01.623285+00:00,2011-01-02 23:47:01.623285+00:00,2011-01-02 23:49:10.122194+00:00,Joint_Round Grinding_0
1,Round Grinding,2011-01-02 23:49:10.122194+00:00,2011-01-02 23:49:10.122194+00:00,2011-01-02 23:50:24.878491+00:00,Joint_Round Grinding_2
1,Round Grinding,2011-01-02 23:50:24.878491+00:00,2011-01-02 23:50:24.878491+00:00,2011-01-03 01:25:44.463760+00:00,Joint_Round Grinding_1
2,Start,2011-01-02 23:53:20.000000+00:00,2011-01-02 23:53:20.000000+00:00,2011-01-02 23:53:20.000000+00:00,Start
2,Packing,2011-01-02 23:53:20.000000+00:00,2011-01-03 07:00:00.000000+00:00,2011-01-03 07:01:40.595625+00:00,ID4820
2,Final Inspection Q.C.,2011-01-02 23:53:20.000000+00:00,2011-01-02 23:53:20.000000+00:00,2011-01-03 15:13:55.882349+00:00,Joint_Final Inspection Q.C._0
2,Turning & Milling,2011-01-02 23:53:20.000000+00:00,2011-01-03 03:00:00.000000+00:00,2011-01-03 03:16:24.063900+00:00,ID4641
2,Round Grinding,2011-01-02 23:53:20.000000+00:00,2011-01-02 23:53:20.000000+00:00,2011-01-03 01:29:50.490730+00:00,ID0998
1,Round Grinding,2011-01-03 01:25:44.463760+00:00,2011-01-03 01:25:44.463760+00:00,2011-01-03 01:43:42.151049+00:00,Joint_Round Grinding_0
2,Turning & Milling,2011-01-03 03:16:24.063900+00:00,2011-01-03 03:16:24.063900+00:00,2011-01-03 05:08:13.958265+00:00,Joint_Turning & Milling_0
2,Turning & Milling,2011-01-03 05:08:13.958265+00:00,2011-01-03 06:00:00.000000+00:00,2011-01-03 06:06:13.507059+00:00,Joint_Turning & Milling_1
2,Turning & Milling,2011-01-03 06:06:13.507059+00:00,2011-01-03 06:06:13.507059+00:00,2011-01-03 08:01:01.133663+00:00,Joint_Turning & Milling_2
2,Turning & Milling,2011-01-03 08:01:01.133663+00:00,2011-01-03 09:00:00.000000+00:00,2011-01-03 14:01:38.015667+00:00,Joint_Turning & Milling_3
3,Start,2011-01-03 09:20:00.000000+00:00,2011-01-03 09:20:00.000000+00:00,2011-01-03 09:20:00.000000+00:00,Start
3,Round Grinding,2011-01-03 09:20:00.000000+00:00,2011-01-03 10:00:00.000000+00:00,2011-01-03 10:35:00.807251+00:00,Joint_Round Grinding_2
3,Final Inspection Q.C.,2011-01-03 09:20:00.000000+00:00,2011-01-03 14:00:00.000000+00:00,2011-01-03 16:38:22.936332+00:00,Joint_Final Inspection Q.C._2
3,Turning & Milling,2011-01-03 09:20:00.000000+00:00,2011-01-03 14:00:00.000000+00:00,2011-01-03 23:30:48.158374+00:00,Joint_Turning & Milling_5
3,Packing,2011-01-03 09:20:00.000000+00:00,2011-01-03 19:00:00.000000+00:00,2011-01-03 19:12:23.746686+00:00,Joint_Packing_0
3,Round Grinding,2011-01-03 10:35:00.807251+00:00,2011-01-03 10:35:00.807251+00:00,2011-01-03 13:24:46.665161+00:00,Joint_Round Grinding_1
3,Round Grinding,2011-01-03 13:24:46.665161+00:00,2011-01-03 15:00:00.000000+00:00,2011-01-03 15:37:47.027413+00:00,ID0998
2,Turning & Milling,2011-01-03 14:01:38.015667+00:00,2011-01-03 14:01:38.015667+00:00,2011-01-03 14:49:50.722785+00:00,Joint_Turning & Milling_4
2,Turning & Milling,2011-01-03 14:49:50.722785+00:00,2011-01-03 14:49:50.722785+00:00,2011-01-03 17:14:31.530749+00:00,ID4641
2,Final Inspection Q.C.,2011-01-03 15:13:55.882349+00:00,2011-01-03 15:13:55.882349+00:00,2011-01-03 15:55:09.873166+00:00,Joint_Final Inspection Q.C._1
3,Round Grinding,2011-01-03 15:37:47.027413+00:00,2011-01-03 15:37:47.027413+00:00,2011-01-03 16:32:48.329033+00:00,Joint_Round Grinding_0
3,Final Inspection Q.C.,2011-01-03 16:38:22.936332+00:00,2011-01-03 17:00:00.000000+00:00,2011-01-03 21:41:54.420801+00:00,Joint_Final Inspection Q.C._3
2,Turning & Milling,2011-01-03 17:14:31.530749+00:00,2011-01-03 18:00:00.000000+00:00,2011-01-03 18:27:33.766549+00:00,Joint_Turning & Milling_0
2,Turning & Milling,2011-01-03 18:27:33.766549+00:00,2011-01-03 19:00:00.000000+00:00,2011-01-03 19:48:18.130783+00:00,Joint_Turning & Milling_1
4,Start,2011-01-03 18:46:40.000000+00:00,2011-01-03 18:46:40.000000+00:00,2011-01-03 18:46:40.000000+00:00,Start
4,Turning & Milling Q.C.,2011-01-03 18:46:40.000000+00:00,2011-01-03 18:46:40.000000+00:00,2011-01-03 18:51:41.507642+00:00,Joint_Turning & Milling Q.C._1
4,Final Inspection Q.C.,2011-01-03 18:46:40.000000+00:00,2011-01-03 18:46:40.000000+00:00,2011-01-03 21:45:34.688337+00:00,Joint_Final Inspection Q.C._0
4,Round Grinding,2011-01-03 18:46:40.000000+00:00,2011-01-03 22:00:00.000000+00:00,2011-01-03 22:51:17.176925+00:00,Joint_Round Grinding_3
4,Packing,2011-01-03 18:46:40.000000+00:00,2011-01-04 07:00:00.000000+00:00,2011-01-04 07:16:21.558804+00:00,Joint_Packing_1
4,Turning & Milling Q.C.,2011-01-03 18:51:41.507642+00:00,2011-01-03 19:00:00.000000+00:00,2011-01-03 19:09:01.159085+00:00,Joint_Turning & Milling Q.C._2
4,Turning & Milling Q.C.,2011-01-03 19:09:01.159085+00:00,2011-01-03 19:09:01.159085+00:00,2011-01-03 19:21:15.789891+00:00,Joint_Turning & Milling Q.C._0
3,Packing,2011-01-03 19:12:23.746686+00:00,2011-01-04 07:00:00.000000+00:00,2011-01-04 07:54:46.220937+00:00,ID4820
4,Turning & Milling Q.C.,2011-01-03 19:21:15.789891+00:00,2011-01-03 19:21:15.789891+00:00,2011-01-03 19:36:35.702307+00:00,Joint_Turning & Milling Q.C._1
4,Turning & Milling Q.C.,2011-01-03 19:36:35.702307+00:00,2011-01-03 19:36:35.702307+00:00,2011-01-03 19:45:27.655110+00:00,Joint_Turning & Milling Q.C._2
4,Turning & Milling Q.C.,2011-01-03 19:45:27.655110+00:00,2011-01-03 19:45:27.655110+00:00,2011-01-03 19:57:23.858184+00:00,Joint_Turning & Milling Q.C._0
4,Turning & Milling Q.C.,2011-01-03 19:57:23.858184+00:00,2011-01-03 19:57:23.858184+00:00,2011-01-03 20:08:08.939208+00:00,Joint_Turning & Milling Q.C._1
3,Final Inspection Q.C.,2011-01-03 21:41:54.420801+00:00,2011-01-03 21:41:54.420801+00:00,2011-01-04 16:54:37.441647+00:00,Joint_Final Inspection Q.C._1
4,Round Grinding,2011-01-03 22:51:17.176925+00:00,2011-01-03 22:51:17.176925+00:00,2011-01-04 00:17:15.764987+00:00,Joint_Round Grinding_2
3,Turning & Milling,2011-01-03 23:30:48.158374+00:00,2011-01-03 23:30:48.158374+00:00,2011-01-04 02:06:15.228156+00:00,Joint_Turning & Milling_2
4,Round Grinding,2011-01-04 00:17:15.764987+00:00,2011-01-04 00:17:15.764987+00:00,2011-01-04 01:12:18.809701+00:00,Joint_Round Grinding_1
4,Round Grinding,2011-01-04 01:12:18.809701+00:00,2011-01-04 15:00:00.000000+00:00,2011-01-04 15:00:27.369671+00:00,ID0998
3,Turning & Milling,2011-01-04 02:06:15.228156+00:00,2011-01-04 03:00:00.000000+00:00,2011-01-04 04:26:50.106894+00:00,Joint_Turning & Milling_3
5,Start,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:13:20.000000+00:00,Start
5,Turning & Milling,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:37:45.675593+00:00,Joint_Turning & Milling_4
5,Final Inspection Q.C.,2011-01-04 04:13:20.000000+00:00,2011-01-04 14:00:00.000000+00:00,2011-01-04 15:48:47.132308+00:00,Joint_Final Inspection Q.C._2
5,Packing,2011-01-04 04:13:20.000000+00:00,2011-01-04 07:00:00.000000+00:00,2011-01-04 07:47:18.240600+00:00,Joint_Packing_0
3,Turning & Milling,2011-01-04 04:26:50.106894+00:00,2011-01-04 04:26:50.106894+00:00,2011-01-04 04:28:55.672054+00:00,ID4641
3,Turning & Milling Q.C.,2011-01-04 04:28:55.672054+00:00,2011-01-04 14:00:00.000000+00:00,2011-01-04 14:02:21.897882+00:00,Joint_Turning & Milling Q.C._2
5,Turning & Milling,2011-01-04 04:37:45.675593+00:00,2011-01-04 04:37:45.675593+00:00,2011-01-04 04:53:53.988617+00:00,Joint_Turning & Milling_0
5,Turning & Milling,2011-01-04 04:53:53.988617+00:00,2011-01-04 05:00:00.000000+00:00,2011-01-04 05:17:23.092343+00:00,Joint_Turning & Milling_1
5,Turning & Milling,2011-01-04 05:17:23.092343+00:00,2011-01-04 13:00:00.000000+00:00,2011-01-04 13:33:57.667396+00:00,Joint_Turning & Milling_5
3,Packing,2011-01-04 07:54:46.220937+00:00,2011-01-04 07:54:46.220937+00:00,2011-01-04 08:10:25.565922+00:00,Joint_Packing_1
5,Turning & Milling,2011-01-04 13:33:57.667396+00:00,2011-01-04 13:33:57.667396+00:00,2011-01-04 14:24:57.645604+00:00,Joint_Turning & Milling_2
6,Start,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,Start
6,Turning & Milling,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-04 14:19:19.851659+00:00,Joint_Turning & Milling_3
6,Final Inspection Q.C.,2011-01-04 13:40:00.000000+00:00,2011-01-04 15:00:00.000000+00:00,2011-01-04 17:16:17.857382+00:00,Joint_Final Inspection Q.C._3
6,Packing,2011-01-04 13:40:00.000000+00:00,2011-01-06 07:00:00.000000+00:00,2011-01-06 08:47:12.177223+00:00,Joint_Packing_0
6,Round Grinding,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-04 15:01:16.864110+00:00,Joint_Round Grinding_0
6,Milling,2011-01-04 13:40:00.000000+00:00,2011-01-04 14:00:00.000000+00:00,2011-01-04 14:15:38.791476+00:00,ID4326
3,Turning & Milling Q.C.,2011-01-04 14:02:21.897882+00:00,2011-01-04 14:02:21.897882+00:00,2011-01-04 14:18:10.983063+00:00,Joint_Turning & Milling Q.C._0
6,Milling,2011-01-04 14:15:38.791476+00:00,2011-01-04 14:15:38.791476+00:00,2011-01-04 14:19:57.797955+00:00,Joint_Milling_0
6,Turning & Milling,2011-01-04 14:19:19.851659+00:00,2011-01-04 14:19:19.851659+00:00,2011-01-04 14:43:30.615296+00:00,ID4641
5,Turning & Milling,2011-01-04 14:24:57.645604+00:00,2011-01-04 14:24:57.645604+00:00,2011-01-04 15:42:25.365517+00:00,Joint_Turning & Milling_4
6,Turning & Milling,2011-01-04 14:43:30.615296+00:00,2011-01-04 14:43:30.615296+00:00,2011-01-04 15:15:38.899387+00:00,Joint_Turning & Milling_0
4,Round Grinding,2011-01-04 15:00:27.369671+00:00,2011-01-04 17:00:00.000000+00:00,2011-01-04 17:01:31.668580+00:00,Joint_Round Grinding_3
6,Round Grinding,2011-01-04 15:01:16.864110+00:00,2011-01-04 15:01:16.864110+00:00,2011-01-04 16:08:11.391474+00:00,Joint_Round Grinding_2
6,Round Grinding,2011-01-04 15:01:16.864110+00:00,2011-01-04 15:01:16.864110+00:00,2011-01-04 17:43:03.748350+00:00,Joint_Round Grinding_1
5,Turning & Milling,2011-01-04 15:42:25.365517+00:00,2011-01-04 15:42:25.365517+00:00,2011-01-04 16:56:30.350401+00:00,Joint_Turning & Milling_1
5,Final Inspection Q.C.,2011-01-04 15:48:47.132308+00:00,2011-01-04 15:48:47.132308+00:00,2011-01-04 19:52:32.534502+00:00,Joint_Final Inspection Q.C._0
6,Round Grinding,2011-01-04 16:08:11.391474+00:00,2011-01-04 16:08:11.391474+00:00,2011-01-04 17:13:52.748893+00:00,ID0998
5,Turning & Milling,2011-01-04 16:56:30.350401+00:00,2011-01-04 16:56:30.350401+00:00,2011-01-04 18:00:45.728801+00:00,Joint_Turning & Milling_5
4,Round Grinding,2011-01-04 17:01:31.668580+00:00,2011-01-04 17:01:31.668580+00:00,2011-01-04 17:25:37.492396+00:00,Joint_Round Grinding_0
4,Round Grinding,2011-01-04 17:25:37.492396+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:01:08.257062+00:00,Joint_Round Grinding_4
6,Round Grinding,2011-01-04 17:43:03.748350+00:00,2011-01-04 17:43:03.748350+00:00,2011-01-04 21:01:29.885973+00:00,Joint_Round Grinding_2
6,Round Grinding,2011-01-04 17:43:03.748350+00:00,2011-01-04 17:43:03.748350+00:00,2011-01-04 17:48:01.298409+00:00,Joint_Round Grinding_3
5,Turning & Milling,2011-01-04 18:00:45.728801+00:00,2011-01-04 18:00:45.728801+00:00,2011-01-04 18:17:18.183157+00:00,Joint_Turning & Milling_6
5,Turning & Milling,2011-01-04 18:17:18.183157+00:00,2011-01-04 18:17:18.183157+00:00,2011-01-04 18:19:18.941975+00:00,Joint_Turning & Milling_3
5,Turning & Milling,2011-01-04 18:19:18.941975+00:00,2011-01-04 21:00:00.000000+00:00,2011-01-04 22:22:20.442455+00:00,Joint_Turning & Milling_2
6,Round Grinding,2011-01-04 21:01:29.885973+00:00,2011-01-04 21:01:29.885973+00:00,2011-01-04 21:10:43.978829+00:00,ID0998
6,Round Grinding,2011-01-04 21:10:43.978829+00:00,2011-01-04 21:10:43.978829+00:00,2011-01-04 21:27:21.880260+00:00,Joint_Round Grinding_0
6,Round Grinding,2011-01-04 21:27:21.880260+00:00,2011-01-04 22:00:00.000000+00:00,2011-01-04 22:01:46.109544+00:00,Joint_Round Grinding_1
6,Round Grinding,2011-01-04 22:01:46.109544+00:00,2011-01-04 22:01:46.109544+00:00,2011-01-04 22:30:11.562723+00:00,Joint_Round Grinding_3
5,Round Grinding,2011-01-04 22:22:20.442455+00:00,2011-01-04 22:22:20.442455+00:00,2011-01-04 22:49:37.522291+00:00,Joint_Round Grinding_2
6,Round Grinding,2011-01-04 22:30:11.562723+00:00,2011-01-04 22:30:11.562723+00:00,2011-01-04 22:32:31.563887+00:00,ID0998
5,Round Grinding,2011-01-04 22:49:37.522291+00:00,2011-01-04 22:49:37.522291+00:00,2011-01-04 22:54:01.782910+00:00,Joint_Round Grinding_0
5,Round Grinding,2011-01-04 22:54:01.782910+00:00,2011-01-04 22:54:01.782910+00:00,2011-01-04 22:55:31.116477+00:00,Joint_Round Grinding_1
5,Round Grinding,2011-01-04 22:55:31.116477+00:00,2011-01-04 22:55:31.116477+00:00,2011-01-04 22:56:29.693566+00:00,Joint_Round Grinding_3
5,Round Grinding,2011-01-04 22:56:29.693566+00:00,2011-01-04 22:56:29.693566+00:00,2011-01-04 23:01:45.045958+00:00,ID0998
7,Start,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,Start
7,Packing,2011-01-05 00:00:00.000000+00:00,2011-01-05 07:00:00.000000+00:00,2011-01-05 07:54:39.218077+00:00,ID4820
7,Final Inspection Q.C.,2011-01-05 00:00:00.000000+00:00,2011-01-05 01:00:00.000000+00:00,2011-01-05 01:18:05.675078+00:00,Joint_Final Inspection Q.C._2
7,Turning & Milling Q.C.,2011-01-05 00:00:00.000000+00:00,2011-01-05 02:00:00.000000+00:00,2011-01-05 02:16:04.704945+00:00,Joint_Turning & Milling Q.C._1
7,Round Grinding,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:52:00.051214+00:00,Joint_Round Grinding_2
4,Round Grinding,2011-01-05 00:01:08.257062+00:00,2011-01-05 00:01:08.257062+00:00,2011-01-05 00:12:47.705315+00:00,Joint_Round Grinding_0
7,Final Inspection Q.C.,2011-01-05 01:18:05.675078+00:00,2011-01-05 01:18:05.675078+00:00,2011-01-05 16:25:37.133115+00:00,Joint_Final Inspection Q.C._1
7,Turning & Milling Q.C.,2011-01-05 02:16:04.704945+00:00,2011-01-05 07:00:00.000000+00:00,2011-01-05 07:02:23.241632+00:00,Joint_Turning & Milling Q.C._2
7,Turning & Milling Q.C.,2011-01-05 07:02:23.241632+00:00,2011-01-05 07:02:23.241632+00:00,2011-01-05 07:02:26.802700+00:00,Joint_Turning & Milling Q.C._0
8,Start,2011-01-05 09:26:40.000000+00:00,2011-01-05 10:00:00.000000+00:00,2011-01-05 10:00:00.000000+00:00,Start
8,Final Inspection Q.C.,2011-01-05 10:00:00.000000+00:00,2011-01-05 15:00:00.000000+00:00,2011-01-05 23:38:47.963730+00:00,Joint_Final Inspection Q.C._3
8,Packing,2011-01-05 10:00:00.000000+00:00,2011-01-06 07:00:00.000000+00:00,2011-01-06 07:51:20.163330+00:00,Joint_Packing_1
8,Turning & Milling,2011-01-05 10:00:00.000000+00:00,2011-01-05 10:00:00.000000+00:00,2011-01-05 10:42:30.848251+00:00,ID4641
8,Turning & Milling,2011-01-05 10:42:30.848251+00:00,2011-01-05 10:42:30.848251+00:00,2011-01-05 11:43:26.473746+00:00,Joint_Turning & Milling_0
8,Turning & Milling,2011-01-05 11:43:26.473746+00:00,2011-01-05 13:00:00.000000+00:00,2011-01-05 13:20:32.504495+00:00,Joint_Turning & Milling_4
9,Start,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,Start
9,Turning & Milling,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-05 19:37:27.336184+00:00,Joint_Turning & Milling_1
9,Final Inspection Q.C.,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-05 19:23:34.137844+00:00,Joint_Final Inspection Q.C._0
9,Round Grinding,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-05 19:50:37.665171+00:00,Joint_Round Grinding_1
9,Turning & Milling,2011-01-05 19:37:27.336184+00:00,2011-01-05 22:00:00.000000+00:00,2011-01-05 23:14:37.078190+00:00,Joint_Turning & Milling_5
9,Round Grinding,2011-01-05 19:50:37.665171+00:00,2011-01-05 21:00:00.000000+00:00,2011-01-05 21:14:41.171011+00:00,Joint_Round Grinding_3
10,Start,2011-01-06 05:00:00.000000+00:00,2011-01-06 06:00:00.000000+00:00,2011-01-06 06:00:00.000000+00:00,Start
10,Round Grinding,2011-01-06 06:00:00.000000+00:00,2011-01-06 15:00:00.000000+00:00,2011-01-06 16:00:46.676596+00:00,ID0998
10,Final Inspection Q.C.,2011-01-06 06:00:00.000000+00:00,2011-01-06 14:00:00.000000+00:00,2011-01-06 14:31:04.318738+00:00,Joint_Final Inspection Q.C._2
10,Turning & Milling,2011-01-06 06:00:00.000000+00:00,2011-01-06 12:00:00.000000+00:00,2011-01-06 13:30:15.529435+00:00,Joint_Turning & Milling_6
10,Packing,2011-01-06 06:00:00.000000+00:00,2011-01-06 07:00:00.000000+00:00,2011-01-06 07:57:16.554249+00:00,ID4820
10,Round Grinding,2011-01-06 06:00:00.000000+00:00,2011-01-11 16:00:00.000000+00:00,2011-01-11 16:41:50.041810+00:00,Joint_Round Grinding_4
10,Turning & Milling,2011-01-06 13:30:15.529435+00:00,2011-01-06 13:30:15.529435+00:00,2011-01-06 13:46:35.747056+00:00,Joint_Turning & Milling_3
11,Start,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,Start
11,Grinding Rework,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:29:51.885638+00:00,ID4882
11,Turning & Milling Q.C.,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:29:04.673757+00:00,Joint_Turning & Milling Q.C._1
11,Packing,2011-01-06 14:26:40.000000+00:00,2011-01-07 08:00:00.000000+00:00,2011-01-09 07:27:14.934201+00:00,Joint_Packing_1
11,Turning & Milling Q.C.,2011-01-06 14:29:04.673757+00:00,2011-01-06 14:29:04.673757+00:00,2011-01-06 14:50:13.707283+00:00,Joint_Turning & Milling Q.C._2
10,Final Inspection Q.C.,2011-01-06 14:31:04.318738+00:00,2011-01-06 14:31:04.318738+00:00,2011-01-06 14:32:39.692929+00:00,Joint_Final Inspection Q.C._1
10,Final Inspection Q.C.,2011-01-06 14:32:39.692929+00:00,2011-01-06 14:32:39.692929+00:00,2011-01-06 15:41:19.194510+00:00,Joint_Final Inspection Q.C._0
11,Turning & Milling Q.C.,2011-01-06 14:50:13.707283+00:00,2011-01-06 14:50:13.707283+00:00,2011-01-06 14:55:03.520794+00:00,Joint_Turning & Milling Q.C._0
11,Turning & Milling Q.C.,2011-01-06 14:55:03.520794+00:00,2011-01-06 14:55:03.520794+00:00,2011-01-06 14:56:49.792789+00:00,Joint_Turning & Milling Q.C._1
11,Turning & Milling Q.C.,2011-01-06 14:56:49.792789+00:00,2011-01-06 14:56:49.792789+00:00,2011-01-06 15:41:19.293518+00:00,Joint_Turning & Milling Q.C._2
10,Final Inspection Q.C.,2011-01-06 15:41:19.194510+00:00,2011-01-06 16:00:00.000000+00:00,2011-01-06 18:54:38.489519+00:00,Joint_Final Inspection Q.C._3
11,Turning & Milling Q.C.,2011-01-06 15:41:19.293518+00:00,2011-01-06 15:41:19.293518+00:00,2011-01-06 15:47:31.470953+00:00,Joint_Turning & Milling Q.C._0
11,Turning & Milling Q.C.,2011-01-06 15:47:31.470953+00:00,2011-01-06 15:47:31.470953+00:00,2011-01-06 15:57:37.157742+00:00,Joint_Turning & Milling Q.C._1
11,Turning & Milling Q.C.,2011-01-06 15:57:37.157742+00:00,2011-01-06 15:57:37.157742+00:00,2011-01-06 17:04:23.085097+00:00,Joint_Turning & Milling Q.C._2
10,Round Grinding,2011-01-06 16:00:46.676596+00:00,2011-01-06 16:00:46.676596+00:00,2011-01-06 16:28:13.360889+00:00,Joint_Round Grinding_0
11,Turning & Milling Q.C.,2011-01-06 17:04:23.085097+00:00,2011-01-06 17:04:23.085097+00:00,2011-01-06 17:12:02.586895+00:00,Joint_Turning & Milling Q.C._0
11,Turning & Milling Q.C.,2011-01-06 17:12:02.586895+00:00,2011-01-06 17:12:02.586895+00:00,2011-01-06 17:18:01.834403+00:00,Joint_Turning & Milling Q.C._1
11,Turning & Milling Q.C.,2011-01-06 17:18:01.834403+00:00,2011-01-06 17:18:01.834403+00:00,2011-01-06 17:31:16.304632+00:00,Joint_Turning & Milling Q.C._2
11,Turning & Milling Q.C.,2011-01-06 17:31:16.304632+00:00,2011-01-06 17:31:16.304632+00:00,2011-01-06 17:31:43.303633+00:00,Joint_Turning & Milling Q.C._0
