case_id,activity,enable_time,start_time,end_time,resource
4,Round Grinding,2011-01-03 23:19:01.891804+00:00,2011-01-04 00:00:00.000000+00:00,2011-01-04 00:13:24.272853+00:00,Joint_Round Grinding_2
0,Turning & Milling,2011-01-03 23:33:14.140808+00:00,2011-01-03 23:33:14.140808+00:00,2011-01-04 05:26:43.789666+00:00,Joint_Turning & Milling_0
4,Final Inspection Q.C.,2011-01-03 23:57:52.433638+00:00,2011-01-04 16:45:48.697019+00:00,2011-01-04 20:01:22.641055+00:00,Joint_Final Inspection Q.C._2
5,Start,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:13:20.000000+00:00,2011-01-04 04:13:20.000000+00:00,Start
5,Flat Grinding,2011-01-04 04:13:20.000000+00:00,2011-01-04 07:00:00.000000+00:00,2011-01-09 17:07:33.507508+00:00,ID4882
5,Final Inspection Q.C.,2011-01-04 04:13:20.000000+00:00,2011-01-04 20:01:22.641055+00:00,2011-01-04 23:14:07.458693+00:00,Joint_Final Inspection Q.C._2
5,Packing,2011-01-04 04:13:20.000000+00:00,2011-01-23 09:42:21.132182+00:00,2011-03-11 09:59:49.151987+00:00,Joint_Packing_1
5,Turning & Milling,2011-01-04 04:13:20.000000+00:00,2011-01-04 06:00:00.000000+00:00,2011-01-04 15:04:25.604940+00:00,Joint_Turning & Milling_2
5,Turning Q.C.,2011-01-04 04:13:20.000000+00:00,2011-01-04 07:00:00.000000+00:00,2011-01-04 08:56:44.489649+00:00,Joint_Turning Q.C._0
0,Turning & Milling,2011-01-04 05:26:43.789666+00:00,2011-01-04 06:00:00.000000+00:00,2011-01-05 07:33:19.897198+00:00,Joint_Turning & Milling_3
6,Start,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,Start
6,Round Grinding,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-05 16:30:54.565614+00:00,Joint_Round Grinding_3
6,Final Inspection Q.C.,2011-01-04 13:40:00.000000+00:00,2011-01-04 20:59:36.248408+00:00,2011-01-06 23:48:46.076879+00:00,Joint_Final Inspection Q.C._1
6,Turning & Milling,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-05 03:00:58.929075+00:00,ID4641
6,Round Grinding,2011-01-04 13:40:00.000000+00:00,2011-01-04 13:40:00.000000+00:00,2011-01-05 16:56:16.992079+00:00,Joint_Round Grinding_2
5,Turning & Milling,2011-01-04 15:04:25.604940+00:00,2011-01-04 15:04:25.604940+00:00,2011-01-04 22:18:01.849592+00:00,Joint_Turning & Milling_4
2,Final Inspection Q.C.,2011-01-04 16:45:48.697019+00:00,2011-01-04 23:14:07.458693+00:00,2011-01-06 14:59:29.567649+00:00,Joint_Final Inspection Q.C._2
4,Round Grinding,2011-01-04 18:11:12.545030+00:00,2011-01-04 20:00:00.000000+00:00,2011-01-07 03:08:59.595168+00:00,Joint_Round Grinding_1
2,Turning & Milling Q.C.,2011-01-04 19:01:27.129893+00:00,2011-01-04 19:01:27.129893+00:00,2011-01-04 19:14:50.768909+00:00,Joint_Turning & Milling Q.C._0
2,Turning & Milling Q.C.,2011-01-04 19:14:50.768909+00:00,2011-01-04 19:14:50.768909+00:00,2011-01-05 16:20:24.315245+00:00,Joint_Turning & Milling Q.C._1
1,Final Inspection Q.C.,2011-01-04 20:59:36.248408+00:00,2011-01-05 14:37:50.785751+00:00,2011-01-05 21:41:43.167907+00:00,Joint_Final Inspection Q.C._0
3,Round Grinding,2011-01-04 23:13:03.086986+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-18 16:29:44.877539+00:00,Joint_Round Grinding_4
5,Final Inspection Q.C.,2011-01-04 23:14:07.458693+00:00,2011-01-05 21:41:43.167907+00:00,2011-01-05 22:21:26.183675+00:00,Joint_Final Inspection Q.C._0
7,Start,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,Start
7,Packing,2011-01-05 00:00:00.000000+00:00,2011-01-24 09:14:34.582552+00:00,2011-01-26 07:04:38.755638+00:00,ID4820
7,Turning & Milling,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-06 16:56:02.299562+00:00,Joint_Turning & Milling_0
7,Round Grinding,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 07:48:23.523178+00:00,Joint_Round Grinding_0
7,Final Inspection Q.C.,2011-01-05 00:00:00.000000+00:00,2011-01-05 22:21:26.183675+00:00,2011-01-05 23:51:52.481100+00:00,Joint_Final Inspection Q.C._0
7,Grinding Rework,2011-01-05 00:00:00.000000+00:00,2011-01-05 00:00:00.000000+00:00,2011-01-05 04:03:29.647926+00:00,Joint_Grinding Rework_0
6,Turning & Milling,2011-01-05 03:00:58.929075+00:00,2011-01-05 14:00:00.000000+00:00,2011-01-05 14:23:43.353781+00:00,Joint_Turning & Milling_6
7,Grinding Rework,2011-01-05 04:03:29.647926+00:00,2011-01-05 15:00:00.000000+00:00,2011-01-07 00:05:56.107953+00:00,ID0998
7,Round Grinding,2011-01-05 07:48:23.523178+00:00,2011-01-05 07:48:23.523178+00:00,2011-01-05 17:47:43.966334+00:00,Joint_Round Grinding_0
8,Start,2011-01-05 09:26:40.000000+00:00,2011-01-05 10:00:00.000000+00:00,2011-01-05 10:00:00.000000+00:00,Start
8,Final Inspection Q.C.,2011-01-05 10:00:00.000000+00:00,2011-01-05 23:51:52.481100+00:00,2011-01-09 19:45:56.462365+00:00,Joint_Final Inspection Q.C._0
8,Round Grinding,2011-01-05 10:00:00.000000+00:00,2011-01-05 16:30:54.565614+00:00,2011-01-07 01:15:25.490048+00:00,Joint_Round Grinding_3
8,Flat Grinding,2011-01-05 10:00:00.000000+00:00,2011-01-06 02:00:00.000000+00:00,2011-01-07 05:24:22.756589+00:00,Joint_Flat Grinding_0
8,Grinding Rework,2011-01-05 10:00:00.000000+00:00,2011-01-05 14:00:00.000000+00:00,2011-01-07 06:39:42.397634+00:00,Joint_Grinding Rework_0
6,Turning & Milling,2011-01-05 14:23:43.353781+00:00,2011-01-05 14:23:43.353781+00:00,2011-01-07 14:24:18.454046+00:00,Joint_Turning & Milling_1
6,Round Grinding,2011-01-05 16:30:54.565614+00:00,2011-01-05 16:56:16.992079+00:00,2011-01-05 23:36:27.437297+00:00,Joint_Round Grinding_2
6,Round Grinding,2011-01-05 16:56:16.992079+00:00,2011-01-05 17:47:43.966334+00:00,2011-01-06 00:24:12.595995+00:00,Joint_Round Grinding_0
9,Start,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,Start
9,Final Inspection Q.C.,2011-01-05 18:53:20.000000+00:00,2011-01-06 14:59:29.567649+00:00,2011-01-10 00:55:55.052972+00:00,Joint_Final Inspection Q.C._2
9,Flat Grinding,2011-01-05 18:53:20.000000+00:00,2011-01-07 00:05:56.107953+00:00,2011-01-10 16:54:32.456996+00:00,ID0998
9,Turning & Milling,2011-01-05 18:53:20.000000+00:00,2011-01-05 18:53:20.000000+00:00,2011-01-09 17:41:43.541247+00:00,Joint_Turning & Milling_2
9,Packing,2011-01-05 18:53:20.000000+00:00,2011-01-26 07:04:38.755638+00:00,2011-01-27 08:39:01.808762+00:00,ID4820
1,Final Inspection Q.C.,2011-01-05 21:41:43.167907+00:00,2011-01-06 23:48:46.076879+00:00,2011-01-10 22:55:07.633501+00:00,Joint_Final Inspection Q.C._1
5,Final Inspection Q.C.,2011-01-05 22:21:26.183675+00:00,2011-01-09 19:45:56.462365+00:00,2011-01-10 14:34:32.957615+00:00,Joint_Final Inspection Q.C._0
6,Round Grinding,2011-01-05 23:36:27.437297+00:00,2011-01-05 23:36:27.437297+00:00,2011-01-06 05:22:45.986308+00:00,Joint_Round Grinding_2
6,Round Grinding,2011-01-06 00:24:12.595995+00:00,2011-01-06 00:24:12.595995+00:00,2011-01-06 03:00:10.005574+00:00,Joint_Round Grinding_0
10,Start,2011-01-06 05:00:00.000000+00:00,2011-01-06 06:00:00.000000+00:00,2011-01-06 06:00:00.000000+00:00,Start
6,Round Grinding,2011-01-06 05:22:45.986308+00:00,2011-01-06 06:00:00.000000+00:00,2011-01-06 14:05:03.378135+00:00,Joint_Round Grinding_0
6,Round Grinding,2011-01-06 05:22:45.986308+00:00,2011-01-06 05:22:45.986308+00:00,2011-01-06 14:57:07.048593+00:00,Joint_Round Grinding_2
10,Change Version,2011-01-06 06:00:00.000000+00:00,2011-01-10 17:00:00.000000+00:00,2011-01-10 17:00:00.000000+00:00,ID4890
6,Round Grinding,2011-01-06 14:05:03.378135+00:00,2011-01-06 14:05:03.378135+00:00,2011-01-06 22:10:13.364708+00:00,Joint_Round Grinding_0
11,Start,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,Start
11,Turning & Milling,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:26:40.000000+00:00,2011-01-06 16:40:05.281881+00:00,Joint_Turning & Milling_4
11,Final Inspection Q.C.,2011-01-06 14:26:40.000000+00:00,2011-01-10 00:55:55.052972+00:00,2011-01-11 23:12:40.484259+00:00,Joint_Final Inspection Q.C._2
11,Round Grinding,2011-01-06 14:26:40.000000+00:00,2011-01-06 14:57:07.048593+00:00,2011-01-07 07:03:34.352187+00:00,Joint_Round Grinding_2
11,Round Grinding,2011-01-06 14:26:40.000000+00:00,2011-01-06 22:10:13.364708+00:00,2011-01-07 00:03:08.602136+00:00,Joint_Round Grinding_0
6,Round Grinding,2011-01-06 14:57:07.048593+00:00,2011-01-07 00:03:08.602136+00:00,2011-01-07 00:28:07.807311+00:00,Joint_Round Grinding_0
11,Turning & Milling,2011-01-06 16:40:05.281881+00:00,2011-01-06 16:40:05.281881+00:00,2011-01-09 06:24:19.338231+00:00,ID4641
7,Turning & Milling,2011-01-06 16:56:02.299562+00:00,2011-01-06 18:00:00.000000+00:00,2011-01-07 13:39:43.577697+00:00,Joint_Turning & Milling_3
6,Round Grinding,2011-01-06 22:10:13.364708+00:00,2011-01-07 00:28:07.807311+00:00,2011-01-07 06:22:59.965815+00:00,Joint_Round Grinding_0
6,Final Inspection Q.C.,2011-01-06 23:48:46.076879+00:00,2011-01-10 14:34:32.957615+00:00,2011-01-10 19:07:43.789724+00:00,Joint_Final Inspection Q.C._0
12,Start,2011-01-06 23:53:20.000000+00:00,2011-01-06 23:53:20.000000+00:00,2011-01-06 23:53:20.000000+00:00,Start
12,Final Inspection Q.C.,2011-01-06 23:53:20.000000+00:00,2011-01-10 19:07:43.789724+00:00,2011-01-10 20:51:23.843214+00:00,Joint_Final Inspection Q.C._0
12,Packing,2011-01-06 23:53:20.000000+00:00,2011-01-27 08:39:01.808762+00:00,2011-01-31 09:18:42.011375+00:00,ID4820
12,Flat Grinding,2011-01-06 23:53:20.000000+00:00,2011-01-07 05:24:22.756589+00:00,2011-01-18 14:44:42.414795+00:00,Joint_Flat Grinding_0
12,Milling,2011-01-06 23:53:20.000000+00:00,2011-01-06 23:53:20.000000+00:00,2011-01-11 14:22:14.599856+00:00,ID4326
12,Turning & Milling,2011-01-06 23:53:20.000000+00:00,2011-01-12 14:00:00.000000+00:00,2011-01-13 06:53:30.722897+00:00,Joint_Turning & Milling_7
7,Grinding Rework,2011-01-07 00:05:56.107953+00:00,2011-01-07 06:39:42.397634+00:00,2011-01-07 06:55:40.380361+00:00,Joint_Grinding Rework_0
6,Round Grinding,2011-01-07 00:28:07.807311+00:00,2011-01-07 01:15:25.490048+00:00,2011-01-10 09:51:04.065609+00:00,Joint_Round Grinding_3
8,Round Grinding,2011-01-07 01:15:25.490048+00:00,2011-01-07 03:08:59.595168+00:00,2011-01-07 13:51:23.560969+00:00,Joint_Round Grinding_1
4,Round Grinding,2011-01-07 03:08:59.595168+00:00,2011-01-07 06:22:59.965815+00:00,2011-01-07 08:18:05.049010+00:00,Joint_Round Grinding_0
6,Round Grinding,2011-01-07 06:22:59.965815+00:00,2011-01-07 07:03:34.352187+00:00,2011-01-07 07:58:19.230118+00:00,Joint_Round Grinding_2
8,Grinding Rework,2011-01-07 06:39:42.397634+00:00,2011-01-07 06:55:40.380361+00:00,2011-01-07 06:55:41.824118+00:00,Joint_Grinding Rework_0
11,Round Grinding,2011-01-07 07:03:34.352187+00:00,2011-01-07 07:58:19.230118+00:00,2011-01-09 20:32:50.003826+00:00,Joint_Round Grinding_2
11,Round Grinding,2011-01-07 07:03:34.352187+00:00,2011-01-07 08:18:05.049010+00:00,2011-01-09 16:53:04.962018+00:00,Joint_Round Grinding_0
1,Packing,2011-01-07 08:12:48.227501+00:00,2011-01-31 07:57:10.202019+00:00,2011-02-07 07:14:56.927481+00:00,Joint_Packing_0
4,Round Grinding,2011-01-07 08:18:05.049010+00:00,2011-01-07 13:51:23.560969+00:00,2011-01-10 13:14:29.037956+00:00,Joint_Round Grinding_1
7,Turning & Milling,2011-01-07 13:39:43.577697+00:00,2011-01-11 14:00:00.000000+00:00,2011-01-11 18:57:23.986759+00:00,Joint_Turning & Milling_6
8,Round Grinding,2011-01-07 13:51:23.560969+00:00,2011-01-09 16:53:04.962018+00:00,2011-01-10 07:57:52.925765+00:00,Joint_Round Grinding_0
13,Start,2011-01-07 14:00:00.000000+00:00,2011-01-07 14:00:00.000000+00:00,2011-01-07 14:00:00.000000+00:00,Start
13,Final Inspection Q.C.,2011-01-07 14:00:00.000000+00:00,2011-01-10 20:51:23.843214+00:00,2011-01-11 14:03:20.469945+00:00,Joint_Final Inspection Q.C._0
13,Flat Grinding,2011-01-07 14:00:00.000000+00:00,2011-01-09 17:07:33.507508+00:00,2011-01-09 22:30:18.251157+00:00,ID4882
13,Turning & Milling Q.C.,2011-01-07 14:00:00.000000+00:00,2011-01-07 14:00:00.000000+00:00,2011-01-09 14:01:40.156568+00:00,Joint_Turning & Milling Q.C._2
13,Packing,2011-01-07 14:00:00.000000+00:00,2011-01-31 09:18:42.011375+00:00,2011-02-09 07:33:02.844336+00:00,ID4820
14,Start,2011-01-09 05:00:00.000000+00:00,2011-01-09 07:00:00.000000+00:00,2011-01-09 07:00:00.000000+00:00,Start
11,Turning & Milling,2011-01-09 06:24:19.338231+00:00,2011-01-09 15:00:00.000000+00:00,2011-01-10 03:15:07.722502+00:00,Joint_Turning & Milling_4
14,Final Inspection Q.C.,2011-01-09 07:00:00.000000+00:00,2011-01-10 22:55:07.633501+00:00,2011-01-13 14:21:21.232303+00:00,Joint_Final Inspection Q.C._1
14,Flat Grinding,2011-01-09 07:00:00.000000+00:00,2011-01-09 22:30:18.251157+00:00,2011-01-10 19:16:59.566260+00:00,ID4882
14,Packing,2011-01-09 07:00:00.000000+00:00,2011-02-07 07:14:56.927481+00:00,2011-03-10 09:55:59.235834+00:00,Joint_Packing_0
14,Turning & Milling Q.C.,2011-01-09 07:00:00.000000+00:00,2011-01-09 07:00:00.000000+00:00,2011-01-10 13:18:57.812364+00:00,Joint_Turning & Milling Q.C._0
13,Turning & Milling Q.C.,2011-01-09 14:01:40.156568+00:00,2011-01-09 14:01:40.156568+00:00,2011-01-09 14:19:17.396707+00:00,Joint_Turning & Milling Q.C._1
13,Turning & Milling Q.C.,2011-01-09 14:19:17.396707+00:00,2011-01-09 14:19:17.396707+00:00,2011-01-11 15:01:02.837498+00:00,Joint_Turning & Milling Q.C._2
15,Start,2011-01-09 14:26:40.000000+00:00,2011-01-09 14:26:40.000000+00:00,2011-01-09 14:26:40.000000+00:00,Start
15,Round Grinding,2011-01-09 14:26:40.000000+00:00,2011-01-09 20:32:50.003826+00:00,2011-01-11 23:35:57.435319+00:00,Joint_Round Grinding_2
15,Turning & Milling,2011-01-09 14:26:40.000000+00:00,2011-01-09 14:26:40.000000+00:00,2011-01-11 08:21:31.784544+00:00,Joint_Turning & Milling_0
15,Packing,2011-01-09 14:26:40.000000+00:00,2011-02-09 07:33:02.844336+00:00,2011-02-13 08:21:01.316528+00:00,ID4820
15,Final Inspection Q.C.,2011-01-09 14:26:40.000000+00:00,2011-01-11 14:03:20.469945+00:00,2011-01-11 14:57:32.213424+00:00,Joint_Final Inspection Q.C._0
5,Flat Grinding,2011-01-09 17:07:33.507508+00:00,2011-01-10 16:54:32.456996+00:00,2011-01-14 00:06:12.004409+00:00,ID0998
13,Flat Grinding,2011-01-09 22:30:18.251157+00:00,2011-01-10 19:16:59.566260+00:00,2011-01-11 07:26:46.409046+00:00,ID4882
16,Start,2011-01-09 23:53:20.000000+00:00,2011-01-09 23:53:20.000000+00:00,2011-01-09 23:53:20.000000+00:00,Start
16,Turning & Milling,2011-01-09 23:53:20.000000+00:00,2011-01-09 23:53:20.000000+00:00,2011-01-10 03:15:43.543519+00:00,Joint_Turning & Milling_3
16,Flat Grinding,2011-01-09 23:53:20.000000+00:00,2011-01-11 07:26:46.409046+00:00,2011-01-11 17:49:12.986515+00:00,ID4882
16,Packing,2011-01-09 23:53:20.000000+00:00,2011-02-13 08:21:01.316528+00:00,2011-02-22 09:46:12.136325+00:00,ID4820
16,Turning Q.C.,2011-01-09 23:53:20.000000+00:00,2011-01-09 23:53:20.000000+00:00,2011-01-12 08:42:36.944889+00:00,Joint_Turning Q.C._0
9,Final Inspection Q.C.,2011-01-10 00:55:55.052972+00:00,2011-01-11 14:57:32.213424+00:00,2011-01-11 20:00:32.949312+00:00,Joint_Final Inspection Q.C._0
11,Turning & Milling,2011-01-10 03:15:07.722502+00:00,2011-01-10 03:15:07.722502+00:00,2011-01-10 07:14:53.789819+00:00,Joint_Turning & Milling_1
16,Turning & Milling,2011-01-10 03:15:43.543519+00:00,2011-01-10 03:15:43.543519+00:00,2011-01-10 04:54:27.700374+00:00,ID4641
16,Turning & Milling,2011-01-10 04:54:27.700374+00:00,2011-01-10 06:00:00.000000+00:00,2011-01-10 19:01:56.831186+00:00,Joint_Turning & Milling_2
11,Turning & Milling,2011-01-10 07:14:53.789819+00:00,2011-01-10 13:00:00.000000+00:00,2011-01-12 00:58:52.350401+00:00,Joint_Turning & Milling_4
8,Round Grinding,2011-01-10 07:57:52.925765+00:00,2011-01-10 07:57:52.925765+00:00,2011-01-11 03:49:19.358776+00:00,Joint_Round Grinding_0
17,Start,2011-01-10 09:20:00.000000+00:00,2011-01-10 09:20:00.000000+00:00,2011-01-10 09:20:00.000000+00:00,Start
17,Turning & Milling Q.C.,2011-01-10 09:20:00.000000+00:00,2011-01-10 13:00:00.000000+00:00,2011-01-10 17:42:16.021237+00:00,Joint_Turning & Milling Q.C._1
17,Final Inspection Q.C.,2011-01-10 09:20:00.000000+00:00,2011-01-11 20:00:32.949312+00:00,2011-01-11 21:08:18.928757+00:00,Joint_Final Inspection Q.C._0
17,Grinding Rework,2011-01-10 09:20:00.000000+00:00,2011-01-10 14:00:00.000000+00:00,2011-01-12 18:11:45.426326+00:00,Joint_Grinding Rework_0
17,Packing,2011-01-10 09:20:00.000000+00:00,2011-02-22 09:46:12.136325+00:00,2011-02-28 07:10:07.310481+00:00,ID4820
6,Round Grinding,2011-01-10 09:51:04.065609+00:00,2011-01-10 09:51:04.065609+00:00,2011-01-11 23:42:43.239743+00:00,Joint_Round Grinding_3
4,Round Grinding,2011-01-10 13:14:29.037956+00:00,2011-01-10 13:14:29.037956+00:00,2011-01-11 01:47:31.495809+00:00,Joint_Round Grinding_1
14,Fix,2011-01-10 13:18:57.812364+00:00,2011-01-10 22:00:00.000000+00:00,2011-01-18 22:12:03.337823+00:00,Joint_Fix_0
5,Final Inspection Q.C.,2011-01-10 14:34:32.957615+00:00,2011-01-11 21:08:18.928757+00:00,2011-01-11 21:14:41.631947+00:00,Joint_Final Inspection Q.C._0
9,Flat Grinding,2011-01-10 16:54:32.456996+00:00,2011-01-11 17:49:12.986515+00:00,2011-01-12 07:05:20.054892+00:00,ID4882
10,Change Version,2011-01-10 17:00:00.000000+00:00,2011-01-11 03:00:00.000000+00:00,2011-01-11 03:00:00.000000+00:00,ID4851
17,Turning & Milling Q.C.,2011-01-10 17:42:16.021237+00:00,2011-01-10 17:42:16.021237+00:00,2011-01-11 17:28:29.407937+00:00,Joint_Turning & Milling Q.C._0
18,Start,2011-01-10 18:46:40.000000+00:00,2011-01-10 18:46:40.000000+00:00,2011-01-10 18:46:40.000000+00:00,Start
18,Final Inspection Q.C.,2011-01-10 18:46:40.000000+00:00,2011-01-11 21:14:41.631947+00:00,2011-01-11 22:53:51.759271+00:00,Joint_Final Inspection Q.C._0
18,Packing,2011-01-10 18:46:40.000000+00:00,2011-02-28 07:10:07.310481+00:00,2011-02-28 09:54:51.175236+00:00,ID4820
