,Activity,Alpha,W.Distance
62,Settle Conditions With Supplier,0.21875,37643.60890192434
63,Settle Conditions With Supplier,0.203125,31501.43897654973
64,Settle Conditions With Supplier,0.1953125,37760.835129682455
65,Settle Conditions With Supplier,0.19921875,40018.6282786606
66,Settle Conditions With Supplier,0.201171875,23798.552830504424
67,Settle Conditions With Supplier,0.2001953125,39158.87448106932
68,Settle Conditions With Supplier,0.20068359375,41582.49348709718
69,Create Purchase Order,0.0,37491.7191283293
70,Create Purchase Order,1.0,4165101.380753015
71,Create Purchase Order,0.5,438587.1641906457
72,Create Purchase Order,0.25,27958.24723286152
73,Create Purchase Order,0.125,28140.462423419776
74,Create Purchase Order,0.1875,5089.791544186658
75,Create Purchase Order,0.21875,8116.713748223127
76,Create Purchase Order,0.203125,5641.70639645608
77,Create Purchase Order,0.1953125,8285.725599608943
78,Confirm Purchase Order,0.0,156515.59322033898
79,Confirm Purchase Order,1.0,826630.9194531521
80,Confirm Purchase Order,0.5,108683.41885933396
81,Confirm Purchase Order,0.25,138032.5145596779
82,Confirm Purchase Order,0.375,126070.06568808184
83,Confirm Purchase Order,0.4375,105812.53177349166
84,Confirm Purchase Order,0.46875,114628.57021264022
85,Confirm Purchase Order,0.453125,107768.6925423414
86,Confirm Purchase Order,0.4609375,92580.09228777136
87,Confirm Purchase Order,0.46484375,106477.41363048184
88,Deliver Goods Services,0.0,335000.92009685235
89,Deliver Goods Services,1.0,1040284.2024526511
90,Deliver Goods Services,0.5,229704.44568069192
91,Deliver Goods Services,0.25,289674.1039256852
92,Deliver Goods Services,0.375,263768.36517250707
93,Deliver Goods Services,0.4375,235876.6074081729
94,Deliver Goods Services,0.46875,229860.02250175603
95,Deliver Goods Services,0.484375,204064.6849079655
96,Deliver Goods Services,0.4921875,222443.47697618968
97,Deliver Goods Services,0.48828125,226731.1452444806
98,Deliver Goods Services,0.486328125,199393.60299438838
99,Deliver Goods Services,0.4853515625,206046.7202070818
100,Release Purchase Order,0.0,27450.341685649204
101,Release Purchase Order,1.0,2215.5944885328336
102,Release Purchase Order,0.5,14824.523668830598
103,Release Purchase Order,0.75,8511.557253732903
104,Release Purchase Order,0.875,7501.0484166292035
105,Release Purchase Order,0.9375,3776.917006251121
106,Release Purchase Order,0.96875,2987.9613707420185
107,Release Purchase Order,0.984375,2599.3576645874286
108,Release Purchase Order,0.9921875,2406.969584923916
109,Release Purchase Order,0.99609375,2311.0846409686333
110,Release Purchase Order,0.998046875,2263.3903635439756
111,Release Purchase Order,0.9990234375,4567.691851547162
112,Release Purchase Order,0.99951171875,2227.5378044111294
113,Release Purchase Order,0.999755859375,2221.5733868929583
114,Release Purchase Order,0.9998779296875,2218.606121657728
115,Release Purchase Order,0.99993896484375,2217.088326081631
116,Release Purchase Order,0.999969482421875,2216.356385573913
117,Release Purchase Order,0.9999847412109375,2215.9967700931825
118,Release Purchase Order,0.9999923706054688,2215.8306497412386
119,Approve Purchase Order for payment,0.0,52835.302663438255
120,Approve Purchase Order for payment,1.0,2857244.6223949417
121,Approve Purchase Order for payment,0.5,408320.10837179545
122,Approve Purchase Order for payment,0.25,39871.81627189962
123,Approve Purchase Order for payment,0.125,42755.17894448577
124,Approve Purchase Order for payment,0.1875,22813.67922715073
125,Approve Purchase Order for payment,0.21875,19704.589628143134
126,Approve Purchase Order for payment,0.203125,16719.782956890238
127,Approve Purchase Order for payment,0.2109375,21474.607987789255
128,Approve Purchase Order for payment,0.20703125,20827.698044918554
129,Approve Purchase Order for payment,0.208984375,25230.07640739499
130,Send Invoice,0.0,168803.97094430996
131,Send Invoice,1.0,1539260.4135366105
132,Send Invoice,0.5,106545.64368638916
133,Send Invoice,0.25,145423.156948872
134,Send Invoice,0.375,128151.01557315318
135,Send Invoice,0.4375,105402.38938083159
136,Send Invoice,0.46875,107660.82846269532
137,Send Invoice,0.453125,108309.38087128325
138,Send Invoice,0.4609375,102479.1726721618
139,Send Invoice,0.46484375,87142.44384104409
140,Send Invoice,0.466796875,95263.25621478842
141,Send Invoice,0.4677734375,103355.39956946379
142,Release Supplier's Invoice,0.0,51907.59305210918
143,Release Supplier's Invoice,1.0,25073.79279897496
144,Release Supplier's Invoice,0.5,37299.241746300504
145,Release Supplier's Invoice,0.75,28755.394086458607
146,Release Supplier's Invoice,0.875,26318.903450033864
147,Release Supplier's Invoice,0.9375,23000.822270944038
148,Release Supplier's Invoice,0.96875,23939.02389821973
149,Release Supplier's Invoice,0.953125,22297.87432325812
150,Release Supplier's Invoice,0.9453125,24193.087867129438
151,Release Supplier's Invoice,0.94921875,23989.13821039154
152,Authorize Supplier's Invoice payment,0.0,1294.430992736079
153,Authorize Supplier's Invoice payment,1.0,3853.2141614733982
154,Authorize Supplier's Invoice payment,0.5,1311.0908881528824
155,Authorize Supplier's Invoice payment,0.25,1286.0861018025275
156,Authorize Supplier's Invoice payment,0.125,1496.4569035542377
157,Authorize Supplier's Invoice payment,0.1875,1307.6805904018347
158,Authorize Supplier's Invoice payment,0.15625,1319.5277225123282
159,Pay Invoice,0.0,2672.5423728813557
160,Pay Invoice,1.0,4422.6820762850275
161,Pay Invoice,0.5,1717.1028602981607
162,Pay Invoice,0.25,2193.6715212744343
163,Pay Invoice,0.375,2001.252314884988
164,Pay Invoice,0.4375,2083.994200520076
165,Pay Invoice,0.46875,1817.1860708248428
166,Pay Invoice,0.484375,1817.6892394386873
167,Pay Invoice,0.4921875,1902.7352220951575
168,Amend Request for Quotation,0.0,8408.952042628776
169,Amend Request for Quotation,1.0,5885.069602014742
170,Amend Request for Quotation,0.5,5850.064044639123
171,Amend Request for Quotation,0.75,5670.264327563916
172,Amend Request for Quotation,0.625,5535.6081915748155
173,Amend Request for Quotation,0.6875,5664.597562422315
174,Amend Request for Quotation,0.65625,5541.5496685324
175,Amend Request for Quotation,0.640625,5657.744869115448
176,Settle Dispute With Supplier,0.0,17535.28301886792
177,Settle Dispute With Supplier,1.0,11077.53311152547
178,Settle Dispute With Supplier,0.5,12337.84044176415
179,Settle Dispute With Supplier,0.75,10782.86953008934
180,Settle Dispute With Supplier,0.875,9185.908240667583
181,Settle Dispute With Supplier,0.8125,10581.391086449683
182,Settle Dispute With Supplier,0.84375,10921.165454028303
183,Settle Dispute With Supplier,0.859375,10709.848668853063
184,Settle Dispute With Supplier,0.8671875,11176.772482743567
185,Analyze Purchase Requisition,0.0,62230.20942408376
186,Analyze Purchase Requisition,1.0,60037.49990617768
187,Analyze Purchase Requisition,0.5,61065.06048708377
188,Analyze Purchase Requisition,0.75,60371.152424348955
189,Analyze Purchase Requisition,0.875,60129.315371446675
190,Analyze Purchase Requisition,0.9375,60008.96621432659
191,Analyze Purchase Requisition,0.96875,60202.06032694417
192,Analyze Purchase Requisition,0.953125,59935.67743513262
193,Analyze Purchase Requisition,0.9609375,60220.185055443886
194,Analyze Purchase Requisition,0.96484375,59889.41462852027
195,Analyze Purchase Requisition,0.966796875,60082.03156039983
196,Analyze Purchase Requisition,0.9677734375,59891.212538030144
197,Amend Purchase Requisition,0.0,43985.454545454544
198,Amend Purchase Requisition,1.0,41973.93375481818
199,Amend Purchase Requisition,0.5,41448.44370145454
200,Amend Purchase Requisition,0.75,43231.21708081819
201,Amend Purchase Requisition,0.625,39869.85832478788
202,Amend Purchase Requisition,0.6875,42003.73278488311
203,Amend Purchase Requisition,0.71875,40115.59711298396
204,Amend Purchase Requisition,0.703125,35914.36560245455
