concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Turning & Milling,complete,ID4794,2012-01-19 13:29:00+00:00,Turning & Milling,ID4794,2012-01-19 08:10:15+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-20 01:09:00+00:00,Turning & Milling,ID4132,2012-01-19 19:12:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-20 03:08:00+00:00,Turning & Milling,ID4132,2012-01-20 02:07:18.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-20 12:10:00+00:00,Turning & Milling,ID4794,2012-01-20 07:33:34.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-22 13:34:00+00:00,Turning & Milling,ID4641,2012-01-21 12:22:21.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-22 14:13:00+00:00,Turning & Milling,ID3846,2012-01-22 13:53:06.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-23 00:47:00+00:00,Turning & Milling,ID3846,2012-01-22 19:23:39.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning Q.C.,complete,ID4618,2012-01-23 17:26:00+00:00,Turning Q.C.,ID4618,2012-01-23 14:06:12+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4794,2012-01-25 17:57:00+00:00,Laser Marking,ID4794,2012-01-25 05:05:09.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 19:54:00+00:00,Laser Marking,ID4882,2012-01-25 18:35:36.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 21:09:00+00:00,Laser Marking,ID4882,2012-01-25 20:18:45+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-27 20:00:00+00:00,Flat Grinding,ID0998,2012-01-27 18:39:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-29 22:06:00+00:00,Flat Grinding,ID0998,2012-01-28 19:02:45.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-30 23:59:00+00:00,Flat Grinding,ID0998,2012-01-30 10:00:22.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-02 21:16:00+00:00,Final Inspection Q.C.,ID4618,2012-02-02 05:53:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Packing,complete,ID4820,2012-02-03 08:00:00+00:00,Packing,ID4820,2012-02-03 06:49:09.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
End,complete,End,2012-02-03 08:00:00+00:00,End,End,2012-02-03 08:00:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Start,complete,Start,2012-02-21 00:09:00+00:00,Start,Start,2012-02-21 00:09:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 00:57:00+00:00,Turning & Milling,ID4219,2012-02-21 00:32:31.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-21 09:57:00+00:00,Turning & Milling,ID4529,2012-02-21 05:21:36+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 18:03:00+00:00,Turning & Milling,ID4219,2012-02-21 13:55:08.400000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 19:08:00+00:00,Turning & Milling,ID4219,2012-02-21 18:34:51+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-22 22:10:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-22 07:34:07.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-11 18:06:00+00:00,Laser Marking,ID0998,2012-03-03 05:02:47.400000+00:00,Case100,Variant 9,9,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-11 19:45:00+00:00,Flat Grinding,ID0998,2012-03-11 18:51:32.400000+00:00,Case100,Variant 9,9,Fluxicon Disco
Lapping,complete,ID4882,2012-03-11 20:18:00+00:00,Lapping,ID4882,2012-03-11 20:00:30.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 17:41:00+00:00,Round Grinding,ID4445,2012-03-13 02:42:12+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 22:12:00+00:00,Round Grinding,ID4445,2012-03-13 20:37:09+00:00,Case100,Variant 9,9,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-16 19:40:00+00:00,Grinding Rework,ID4872,2012-03-16 16:53:16.800000+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-19 21:06:00+00:00,Final Inspection Q.C.,ID4618,2012-03-18 08:23:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Packing,complete,ID4820,2012-03-21 08:00:00+00:00,Packing,ID4820,2012-03-21 04:09:39.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-21 14:03:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 11:01:30+00:00,Case100,Variant 9,9,Fluxicon Disco
End,complete,End,2012-03-21 14:03:00+00:00,End,End,2012-03-21 14:03:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Start,complete,Start,2012-03-14 01:47:00+00:00,Start,Start,2012-03-14 01:47:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Setup,complete,ID4219,2012-03-14 03:03:00+00:00,Setup,ID4219,2012-03-14 02:19:40.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:03:00+00:00,Turning & Milling,ID4219,2012-03-14 04:31:12+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:49:00+00:00,Turning & Milling,ID4219,2012-03-14 06:25:32.400000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 08:06:00+00:00,Turning & Milling,ID4219,2012-03-14 07:26:43.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-14 13:28:00+00:00,Turning & Milling,ID4794,2012-03-14 10:43:46.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 14:48:00+00:00,Turning & Milling,ID0997,2012-03-14 14:07:12+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 18:10:00+00:00,Turning & Milling,ID0997,2012-03-14 16:26:58.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 20:30:00+00:00,Turning & Milling,ID0997,2012-03-14 19:18:36+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-14 21:48:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-14 21:05:52.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-15 17:55:00+00:00,Flat Grinding,ID0998,2012-03-15 07:03:13.200000+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-23 19:40:00+00:00,Lapping,ID0998,2012-03-19 12:58:45+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 07:45:00+00:00,Round Grinding,ID4528,2012-03-24 19:07:15+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 14:45:00+00:00,Round Grinding,ID4528,2012-03-25 12:18:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-25 19:00:00+00:00,Lapping,ID0998,2012-03-25 16:44:51+00:00,Case101,Variant 10,10,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-25 19:29:00+00:00,Laser Marking,ID0998,2012-03-25 19:09:34.200000+00:00,Case101,Variant 10,10,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-25 19:31:00+00:00,Final Inspection Q.C.,ID4618,2012-03-25 19:30:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Packing,complete,ID4820,2012-03-26 09:00:00+00:00,Packing,ID4820,2012-03-26 07:31:00.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
End,complete,End,2012-03-26 09:00:00+00:00,End,End,2012-03-26 09:00:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Start,complete,Start,2012-02-27 23:40:00+00:00,Start,Start,2012-02-27 23:40:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 04:09:00+00:00,Turning & Milling,ID4219,2012-02-28 01:51:48.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 08:23:00+00:00,Turning & Milling,ID4219,2012-02-28 06:13:27.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 20:26:00+00:00,Turning & Milling,ID0997,2012-02-28 14:17:16.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-28 22:25:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-28 21:20:44.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 23:12:00+00:00,Turning & Milling,ID0997,2012-02-28 22:48:01.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 00:56:00+00:00,Turning & Milling,ID0997,2012-02-29 00:02:57.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-29 08:29:00+00:00,Turning & Milling,ID4219,2012-02-29 04:37:58.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-29 11:31:00+00:00,Turning & Milling,ID4794,2012-02-29 09:58:10.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 18:05:00+00:00,Turning & Milling,ID0997,2012-02-29 14:44:03.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 23:00:00+00:00,Turning & Milling,ID0997,2012-02-29 20:29:33+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:36:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:16:33.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:20:00+00:00,Turning & Milling,ID0997,2012-02-29 23:57:33.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:48:00+00:00,Turning & Milling,ID0997,2012-03-01 00:33:43.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-01 07:11:00+00:00,Turning & Milling,ID4219,2012-03-01 03:55:40.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-01 17:49:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-01 12:04:28.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-06 08:15:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-03 20:36:57.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-08 21:41:00+00:00,Laser Marking,ID0998,2012-03-07 04:31:22.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID4882,2012-03-09 08:15:00+00:00,Lapping,ID4882,2012-03-09 02:38:58.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID0998,2012-03-11 18:04:00+00:00,Lapping,ID0998,2012-03-10 11:25:25.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 03:00:00+00:00,Round Grinding,ID4528,2012-03-11 23:52:24+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 06:40:00+00:00,Round Grinding,ID4528,2012-03-12 05:23:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:04:00+00:00,Round Grinding,ID4445,2012-03-12 12:07:36+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 15:09:00+00:00,Round Grinding,ID4287,2012-03-12 15:07:15+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:09:00+00:00,Round Grinding,ID4445,2012-03-12 15:09:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 17:57:00+00:00,Round Grinding,ID4287,2012-03-12 16:58:12+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 17:58:00+00:00,Round Grinding,ID4445,2012-03-12 17:57:39+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 00:00:00+00:00,Final Inspection Q.C.,ID4287,2012-03-12 20:59:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 15:06:00+00:00,Final Inspection Q.C.,ID4287,2012-03-13 07:33:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Packing,complete,ID4820,2012-03-14 08:00:00+00:00,Packing,ID4820,2012-03-14 06:08:27.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
End,complete,End,2012-03-14 08:00:00+00:00,End,End,2012-03-14 08:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Start,complete,Start,2012-03-06 16:10:00+00:00,Start,Start,2012-03-06 16:10:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-06 17:18:00+00:00,Turning & Milling,ID4219,2012-03-06 16:43:19.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-08 13:51:00+00:00,Turning & Milling,ID0997,2012-03-07 15:07:46.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-08 23:38:00+00:00,Turning & Milling,ID4219,2012-03-08 18:38:37.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 11:35:00+00:00,Turning & Milling,ID0997,2012-03-09 05:29:19.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 14:27:00+00:00,Turning & Milling,ID0997,2012-03-09 12:59:16.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-09 17:27:00+00:00,Turning & Milling,ID4219,2012-03-09 15:55:12+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-09 17:38:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-09 17:32:03.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-11 15:16:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-10 14:37:28.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 17:37:00+00:00,Turning & Milling,ID0997,2012-03-11 16:25:05.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 18:48:00+00:00,Turning & Milling,ID0997,2012-03-11 18:11:47.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 23:09:00+00:00,Turning & Milling,ID0997,2012-03-11 20:55:53.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-12 01:35:00+00:00,Turning & Milling,ID4219,2012-03-12 00:20:32.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-12 15:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-12 07:58:10.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Laser Marking,complete,ID4355,2012-03-13 17:46:00+00:00,Laser Marking,ID4355,2012-03-13 00:08:44.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-13 21:04:00+00:00,Flat Grinding,ID0998,2012-03-13 19:17:04.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-13 23:00:30+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 17:35:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 09:16:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 19:04:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 18:19:30+00:00,Case103,Variant 12,12,Fluxicon Disco
Packing,complete,ID4820,2012-03-15 08:00:00+00:00,Packing,ID4820,2012-03-15 06:34:38.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
End,complete,End,2012-03-15 08:00:00+00:00,End,End,2012-03-15 08:00:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Start,complete,Start,2012-03-20 03:43:00+00:00,Start,Start,2012-03-20 03:43:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 09:26:00+00:00,Turning & Milling,ID4529,2012-03-20 06:31:04.200000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 13:41:00+00:00,Turning & Milling,ID4529,2012-03-20 11:30:57+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-03-20 18:07:00+00:00,Turning & Milling,ID4429,2012-03-20 15:51:20.400000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-20 18:54:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-20 18:28:37.200000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-21 14:41:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-21 04:00:01.200000+00:00,Case104,Variant 13,13,Fluxicon Disco
Laser Marking,complete,ID4718,2012-03-21 16:49:00+00:00,Laser Marking,ID4718,2012-03-21 15:23:14.400000+00:00,Case104,Variant 13,13,Fluxicon Disco
End,complete,End,2012-03-21 16:49:00+00:00,End,End,2012-03-21 16:49:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Start,complete,Start,2012-03-21 06:18:00+00:00,Start,Start,2012-03-21 06:18:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-03-21 13:34:00+00:00,Turning & Milling,ID4167,2012-03-21 09:51:38.400000+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4932,2012-03-21 17:31:00+00:00,Turning & Milling,ID4932,2012-03-21 15:30:07.800000+00:00,Case105,Variant 5,5,Fluxicon Disco
End,complete,End,2012-03-21 17:31:00+00:00,End,End,2012-03-21 17:31:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Start,complete,Start,2012-03-15 17:14:00+00:00,Start,Start,2012-03-15 17:14:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-15 22:44:00+00:00,Turning & Milling,ID0997,2012-03-15 19:55:42+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-16 03:38:00+00:00,Turning & Milling,ID4219,2012-03-16 01:08:03.600000+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-19 14:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-17 17:44:12+00:00,Case106,Variant 14,14,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-19 17:51:00+00:00,Laser Marking,ID0998,2012-03-19 15:34:59.400000+00:00,Case106,Variant 14,14,Fluxicon Disco
Flat Grinding,complete,ID4882,2012-03-19 22:20:00+00:00,Flat Grinding,ID4882,2012-03-19 19:54:44.400000+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-20 23:38:30+00:00,Case106,Variant 14,14,Fluxicon Disco
Packing,complete,ID4820,2012-03-22 08:00:00+00:00,Packing,ID4820,2012-03-22 08:00:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 20:05:00+00:00,Final Inspection Q.C.,ID4618,2012-03-22 14:02:30+00:00,Case106,Variant 14,14,Fluxicon Disco
End,complete,End,2012-03-22 20:05:00+00:00,End,End,2012-03-22 20:05:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Start,complete,Start,2012-03-30 14:36:00+00:00,Start,Start,2012-03-30 14:36:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-03-30 19:47:00+00:00,Turning & Milling,ID4132,2012-03-30 17:08:23.400000+00:00,Case107,Variant 1,1,Fluxicon Disco
End,complete,End,2012-03-30 19:47:00+00:00,End,End,2012-03-30 19:47:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Start,complete,Start,2012-02-27 08:18:00+00:00,Start,Start,2012-02-27 08:18:00+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-27 13:55:00+00:00,Turning & Milling,ID4794,2012-02-27 11:03:07.800000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-27 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-27 14:43:18+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 16:13:00+00:00,Turning & Milling,ID4529,2012-02-27 15:56:10.200000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 19:38:00+00:00,Turning & Milling,ID4529,2012-02-27 17:53:27+00:00,Case108,Variant 15,15,Fluxicon Disco
