concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Turning & Milling,complete,ID4132,2012-01-20 03:08:00+00:00,Turning & Milling,ID4132,2012-01-20 01:12:34.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-20 12:10:00+00:00,Turning & Milling,ID4794,2012-01-20 03:24:15.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-22 13:34:00+00:00,Turning & Milling,ID4641,2012-01-20 13:38:55.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-22 14:13:00+00:00,Turning & Milling,ID3846,2012-01-22 13:35:10.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-23 00:47:00+00:00,Turning & Milling,ID3846,2012-01-22 14:32:01.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning Q.C.,complete,ID4618,2012-01-23 17:26:00+00:00,Turning Q.C.,ID4618,2012-01-23 10:56:23.400000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4794,2012-01-25 17:57:00+00:00,Laser Marking,ID4794,2012-01-25 02:23:52.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 19:54:00+00:00,Laser Marking,ID4882,2012-01-25 18:19:13.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 21:09:00+00:00,Laser Marking,ID4882,2012-01-25 20:08:15+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-27 20:00:00+00:00,Flat Grinding,ID0998,2012-01-27 17:51:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-29 22:06:00+00:00,Flat Grinding,ID0998,2012-01-28 03:00:50.400000+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-30 23:59:00+00:00,Flat Grinding,ID0998,2012-01-30 01:43:25.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-02 21:16:00+00:00,Final Inspection Q.C.,ID4618,2012-02-02 18:48:19.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Packing,complete,ID4820,2012-02-03 08:00:00+00:00,Packing,ID4820,2012-02-03 06:49:09.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
End,complete,End,2012-02-03 08:00:00+00:00,End,End,2012-02-03 08:00:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Start,complete,Start,2012-02-21 00:09:00+00:00,Start,Start,2012-02-21 00:09:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 00:57:00+00:00,Turning & Milling,ID4219,2012-02-21 00:10:26.400000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-21 09:57:00+00:00,Turning & Milling,ID4529,2012-02-21 01:13:12+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 18:03:00+00:00,Turning & Milling,ID4219,2012-02-21 10:11:34.800000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 19:08:00+00:00,Turning & Milling,ID4219,2012-02-21 18:04:57+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-22 22:10:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-22 04:03:15.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-11 18:06:00+00:00,Laser Marking,ID0998,2012-03-01 10:11:58.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-11 19:45:00+00:00,Flat Grinding,ID0998,2012-03-11 18:19:51.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Lapping,complete,ID4882,2012-03-11 20:18:00+00:00,Lapping,ID4882,2012-03-11 19:47:58.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 17:41:00+00:00,Round Grinding,ID4445,2012-03-12 10:00:40.800000+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 22:12:00+00:00,Round Grinding,ID4445,2012-03-13 18:51:27.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-16 19:40:00+00:00,Grinding Rework,ID4872,2012-03-15 17:16:09.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-19 21:06:00+00:00,Final Inspection Q.C.,ID4618,2012-03-19 15:13:31.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Packing,complete,ID4820,2012-03-21 08:00:00+00:00,Packing,ID4820,2012-03-21 04:09:39.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-21 14:03:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 13:33:57.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
End,complete,End,2012-03-21 14:03:00+00:00,End,End,2012-03-21 14:03:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Start,complete,Start,2012-03-14 01:47:00+00:00,Start,Start,2012-03-14 01:47:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Setup,complete,ID4219,2012-03-14 03:03:00+00:00,Setup,ID4219,2012-03-14 02:42:28.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:03:00+00:00,Turning & Milling,ID4219,2012-03-14 03:08:24+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:49:00+00:00,Turning & Milling,ID4219,2012-03-14 06:04:22.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 08:06:00+00:00,Turning & Milling,ID4219,2012-03-14 06:51:18.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-14 13:28:00+00:00,Turning & Milling,ID4794,2012-03-14 08:15:39.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 14:48:00+00:00,Turning & Milling,ID0997,2012-03-14 13:30:24+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 18:10:00+00:00,Turning & Milling,ID0997,2012-03-14 14:54:03.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 20:30:00+00:00,Turning & Milling,ID0997,2012-03-14 18:14:12+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-14 21:48:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-14 20:55:44.400000+00:00,Case101,Variant 10,10,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-15 17:55:00+00:00,Flat Grinding,ID0998,2012-03-15 00:36:58.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-23 19:40:00+00:00,Lapping,ID0998,2012-03-16 11:21:15+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 07:45:00+00:00,Round Grinding,ID4528,2012-03-24 05:02:54+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 14:45:00+00:00,Round Grinding,ID4528,2012-03-25 09:34:12+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-25 19:00:00+00:00,Lapping,ID0998,2012-03-25 15:07:57+00:00,Case101,Variant 10,10,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-25 19:29:00+00:00,Laser Marking,ID0998,2012-03-25 19:05:30.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-25 19:31:00+00:00,Final Inspection Q.C.,ID4618,2012-03-25 19:30:50.400000+00:00,Case101,Variant 10,10,Fluxicon Disco
Packing,complete,ID4820,2012-03-26 09:00:00+00:00,Packing,ID4820,2012-03-26 07:31:00.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
End,complete,End,2012-03-26 09:00:00+00:00,End,End,2012-03-26 09:00:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Start,complete,Start,2012-02-27 23:40:00+00:00,Start,Start,2012-02-27 23:40:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 04:09:00+00:00,Turning & Milling,ID4219,2012-02-27 23:48:04.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 08:23:00+00:00,Turning & Milling,ID4219,2012-02-28 04:16:37.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 20:26:00+00:00,Turning & Milling,ID0997,2012-02-28 08:44:41.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-28 22:25:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-28 21:05:16.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 23:12:00+00:00,Turning & Milling,ID0997,2012-02-28 22:26:24.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 00:56:00+00:00,Turning & Milling,ID0997,2012-02-28 23:15:07.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-29 08:29:00+00:00,Turning & Milling,ID4219,2012-02-29 01:09:35.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-29 11:31:00+00:00,Turning & Milling,ID4794,2012-02-29 08:34:27.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 18:05:00+00:00,Turning & Milling,ID0997,2012-02-29 11:42:49.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 23:00:00+00:00,Turning & Milling,ID0997,2012-02-29 18:13:51+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:36:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:11:52.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:20:00+00:00,Turning & Milling,ID0997,2012-02-29 23:37:19.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:48:00+00:00,Turning & Milling,ID0997,2012-03-01 00:20:50.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-01 07:11:00+00:00,Turning & Milling,ID4219,2012-03-01 00:59:29.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-01 17:49:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-01 10:41:32.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-06 08:15:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-03 06:15:34.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-08 21:41:00+00:00,Laser Marking,ID0998,2012-03-06 19:55:20.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID4882,2012-03-09 08:15:00+00:00,Lapping,ID4882,2012-03-08 22:38:03.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID0998,2012-03-11 18:04:00+00:00,Lapping,ID0998,2012-03-09 13:27:12.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 03:00:00+00:00,Round Grinding,ID4528,2012-03-11 20:23:21.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 06:40:00+00:00,Round Grinding,ID4528,2012-03-12 03:57:12+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:04:00+00:00,Round Grinding,ID4445,2012-03-12 08:51:02.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 15:09:00+00:00,Round Grinding,ID4287,2012-03-12 15:05:18+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:09:00+00:00,Round Grinding,ID4445,2012-03-12 15:09:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 17:57:00+00:00,Round Grinding,ID4287,2012-03-12 15:52:40.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 17:58:00+00:00,Round Grinding,ID4445,2012-03-12 17:57:15.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 00:00:00+00:00,Final Inspection Q.C.,ID4287,2012-03-12 23:31:02.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 15:06:00+00:00,Final Inspection Q.C.,ID4287,2012-03-13 13:53:31.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Packing,complete,ID4820,2012-03-14 08:00:00+00:00,Packing,ID4820,2012-03-14 06:08:27.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
End,complete,End,2012-03-14 08:00:00+00:00,End,End,2012-03-14 08:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Start,complete,Start,2012-03-06 16:10:00+00:00,Start,Start,2012-03-06 16:10:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-06 17:18:00+00:00,Turning & Milling,ID4219,2012-03-06 16:12:02.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-08 13:51:00+00:00,Turning & Milling,ID0997,2012-03-06 18:38:11.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-08 23:38:00+00:00,Turning & Milling,ID4219,2012-03-08 14:08:36.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 11:35:00+00:00,Turning & Milling,ID0997,2012-03-08 23:59:30.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 14:27:00+00:00,Turning & Milling,ID0997,2012-03-09 11:40:09.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-09 17:27:00+00:00,Turning & Milling,ID4219,2012-03-09 14:32:24+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-09 17:38:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-09 17:30:37.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-11 15:16:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-10 08:41:32.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 17:37:00+00:00,Turning & Milling,ID0997,2012-03-11 15:20:13.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 18:48:00+00:00,Turning & Milling,ID0997,2012-03-11 17:39:07.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 23:09:00+00:00,Turning & Milling,ID0997,2012-03-11 18:55:49.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-12 01:35:00+00:00,Turning & Milling,ID4219,2012-03-11 23:13:22.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-12 15:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-12 06:09:53.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Laser Marking,complete,ID4355,2012-03-13 17:46:00+00:00,Laser Marking,ID4355,2012-03-12 20:27:49.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-13 21:04:00+00:00,Flat Grinding,ID0998,2012-03-13 18:13:43.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 00:38:21.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 17:35:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 16:15:09.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 19:04:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 18:56:52.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Packing,complete,ID4820,2012-03-15 08:00:00+00:00,Packing,ID4820,2012-03-15 06:34:38.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
End,complete,End,2012-03-15 08:00:00+00:00,End,End,2012-03-15 08:00:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Start,complete,Start,2012-03-20 03:43:00+00:00,Start,Start,2012-03-20 03:43:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 09:26:00+00:00,Turning & Milling,ID4529,2012-03-20 03:53:17.400000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 13:41:00+00:00,Turning & Milling,ID4529,2012-03-20 09:33:39+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-03-20 18:07:00+00:00,Turning & Milling,ID4429,2012-03-20 13:48:58.800000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-20 18:54:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-20 18:22:30.600000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-21 14:41:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-21 01:25:42.600000+00:00,Case104,Variant 13,13,Fluxicon Disco
Laser Marking,complete,ID4718,2012-03-21 16:49:00+00:00,Laser Marking,ID4718,2012-03-21 15:05:19.200000+00:00,Case104,Variant 13,13,Fluxicon Disco
End,complete,End,2012-03-21 16:49:00+00:00,End,End,2012-03-21 16:49:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Start,complete,Start,2012-03-21 06:18:00+00:00,Start,Start,2012-03-21 06:18:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-03-21 13:34:00+00:00,Turning & Milling,ID4167,2012-03-21 06:31:04.800000+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4932,2012-03-21 17:31:00+00:00,Turning & Milling,ID4932,2012-03-21 13:41:06.600000+00:00,Case105,Variant 5,5,Fluxicon Disco
End,complete,End,2012-03-21 17:31:00+00:00,End,End,2012-03-21 17:31:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Start,complete,Start,2012-03-15 17:14:00+00:00,Start,Start,2012-03-15 17:14:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-15 22:44:00+00:00,Turning & Milling,ID0997,2012-03-15 17:23:54+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-16 03:38:00+00:00,Turning & Milling,ID4219,2012-03-15 22:52:49.200000+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-19 14:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-17 06:58:06+00:00,Case106,Variant 14,14,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-19 17:51:00+00:00,Laser Marking,ID0998,2012-03-19 15:06:34.200000+00:00,Case106,Variant 14,14,Fluxicon Disco
Flat Grinding,complete,ID4882,2012-03-19 22:20:00+00:00,Flat Grinding,ID4882,2012-03-19 18:28:39.600000+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 20:54:02.400000+00:00,Case106,Variant 14,14,Fluxicon Disco
Packing,complete,ID4820,2012-03-22 08:00:00+00:00,Packing,ID4820,2012-03-22 08:00:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 20:05:00+00:00,Final Inspection Q.C.,ID4618,2012-03-22 19:07:00+00:00,Case106,Variant 14,14,Fluxicon Disco
End,complete,End,2012-03-22 20:05:00+00:00,End,End,2012-03-22 20:05:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Start,complete,Start,2012-03-30 14:36:00+00:00,Start,Start,2012-03-30 14:36:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-03-30 19:47:00+00:00,Turning & Milling,ID4132,2012-03-30 14:45:19.800000+00:00,Case107,Variant 1,1,Fluxicon Disco
End,complete,End,2012-03-30 19:47:00+00:00,End,End,2012-03-30 19:47:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Start,complete,Start,2012-02-27 08:18:00+00:00,Start,Start,2012-02-27 08:18:00+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-27 13:55:00+00:00,Turning & Milling,ID4794,2012-02-27 08:28:06.600000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-27 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-27 14:29:39+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 16:13:00+00:00,Turning & Milling,ID4529,2012-02-27 15:40:59.400000+00:00,Case108,Variant 15,15,Fluxicon Disco
