concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Start,complete,Start,2012-01-17 14:01:00+00:00,Start,Start,2012-01-17 14:01:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-17 18:05:00+00:00,Turning & Milling,ID3846,2012-01-17 17:35:43.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning Q.C.,complete,ID4618,2012-01-17 18:15:00+00:00,Turning Q.C.,ID4618,2012-01-17 18:14:02.400000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-18 03:01:00+00:00,Turning & Milling,ID4132,2012-01-18 01:57:52.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-18 06:43:00+00:00,Turning & Milling,ID4132,2012-01-18 06:42:52.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-18 13:32:00+00:00,Turning & Milling,ID4794,2012-01-18 12:42:55.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-18 14:24:00+00:00,Turning & Milling,ID3846,2012-01-18 14:17:45.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-19 00:55:00+00:00,Turning & Milling,ID4132,2012-01-19 00:42:09.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-19 03:04:00+00:00,Turning & Milling,ID4132,2012-01-19 02:48:31.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-19 13:29:00+00:00,Turning & Milling,ID4794,2012-01-19 12:14:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-20 01:09:00+00:00,Turning & Milling,ID4132,2012-01-19 23:45:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-20 03:08:00+00:00,Turning & Milling,ID4132,2012-01-20 02:53:43.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-20 12:10:00+00:00,Turning & Milling,ID4794,2012-01-20 11:04:57.600000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-22 13:34:00+00:00,Turning & Milling,ID4641,2012-01-22 07:38:19.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-22 14:13:00+00:00,Turning & Milling,ID3846,2012-01-22 14:08:19.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning & Milling,complete,ID3846,2012-01-23 00:47:00+00:00,Turning & Milling,ID3846,2012-01-22 23:30:55.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Turning Q.C.,complete,ID4618,2012-01-23 17:26:00+00:00,Turning Q.C.,ID4618,2012-01-23 12:06:19.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4794,2012-01-25 17:57:00+00:00,Laser Marking,ID4794,2012-01-25 15:50:16.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 19:54:00+00:00,Laser Marking,ID4882,2012-01-25 19:41:07.800000+00:00,Case10,Variant 8,8,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-25 21:09:00+00:00,Laser Marking,ID4882,2012-01-25 21:00:45+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-27 20:00:00+00:00,Flat Grinding,ID0998,2012-01-27 19:36:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-29 22:06:00+00:00,Flat Grinding,ID0998,2012-01-29 14:05:02.400000+00:00,Case10,Variant 8,8,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-30 23:59:00+00:00,Flat Grinding,ID0998,2012-01-30 19:50:31.200000+00:00,Case10,Variant 8,8,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-02 21:16:00+00:00,Final Inspection Q.C.,ID4618,2012-02-01 22:11:30+00:00,Case10,Variant 8,8,Fluxicon Disco
Packing,complete,ID4820,2012-02-03 08:00:00+00:00,Packing,ID4820,2012-02-03 05:19:00+00:00,Case10,Variant 8,8,Fluxicon Disco
End,complete,End,2012-02-03 08:00:00+00:00,End,End,2012-02-03 08:00:00+00:00,Case10,Variant 8,8,Fluxicon Disco
Start,complete,Start,2012-02-21 00:09:00+00:00,Start,Start,2012-02-21 00:09:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 00:57:00+00:00,Turning & Milling,ID4219,2012-02-21 00:51:14.400000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-21 09:57:00+00:00,Turning & Milling,ID4529,2012-02-21 08:52:12+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 18:03:00+00:00,Turning & Milling,ID4219,2012-02-21 17:04:40.800000+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-21 19:08:00+00:00,Turning & Milling,ID4219,2012-02-21 19:00:12+00:00,Case100,Variant 9,9,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-22 22:10:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-22 19:11:34.800000+00:00,Case100,Variant 9,9,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-11 18:06:00+00:00,Laser Marking,ID0998,2012-03-10 08:26:04.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-11 19:45:00+00:00,Flat Grinding,ID0998,2012-03-11 19:29:09.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Lapping,complete,ID4882,2012-03-11 20:18:00+00:00,Lapping,ID4882,2012-03-11 19:47:18.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 17:41:00+00:00,Round Grinding,ID4445,2012-03-12 04:01:09.600000+00:00,Case100,Variant 9,9,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-13 22:12:00+00:00,Round Grinding,ID4445,2012-03-13 18:13:31.200000+00:00,Case100,Variant 9,9,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-16 19:40:00+00:00,Grinding Rework,ID4872,2012-03-15 15:52:48+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-19 21:06:00+00:00,Final Inspection Q.C.,ID4618,2012-03-17 14:01:30+00:00,Case100,Variant 9,9,Fluxicon Disco
Packing,complete,ID4820,2012-03-21 08:00:00+00:00,Packing,ID4820,2012-03-20 23:16:30+00:00,Case100,Variant 9,9,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-21 14:03:00+00:00,Final Inspection Q.C.,ID4618,2012-03-21 09:30:45+00:00,Case100,Variant 9,9,Fluxicon Disco
End,complete,End,2012-03-21 14:03:00+00:00,End,End,2012-03-21 14:03:00+00:00,Case100,Variant 9,9,Fluxicon Disco
Start,complete,Start,2012-03-14 01:47:00+00:00,Start,Start,2012-03-14 01:47:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Setup,complete,ID4219,2012-03-14 03:03:00+00:00,Setup,ID4219,2012-03-14 02:05:14.400000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:03:00+00:00,Turning & Milling,ID4219,2012-03-14 05:41:24+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 06:49:00+00:00,Turning & Milling,ID4219,2012-03-14 06:43:28.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-14 08:06:00+00:00,Turning & Milling,ID4219,2012-03-14 07:56:45.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-14 13:28:00+00:00,Turning & Milling,ID4794,2012-03-14 12:49:21.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 14:48:00+00:00,Turning & Milling,ID0997,2012-03-14 14:38:24+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 18:10:00+00:00,Turning & Milling,ID0997,2012-03-14 17:45:45.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-14 20:30:00+00:00,Turning & Milling,ID0997,2012-03-14 20:13:12+00:00,Case101,Variant 10,10,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-14 21:48:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-14 21:39:25.200000+00:00,Case101,Variant 10,10,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-15 17:55:00+00:00,Flat Grinding,ID0998,2012-03-15 14:41:52.800000+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-23 19:40:00+00:00,Lapping,ID0998,2012-03-16 07:28:45+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 07:45:00+00:00,Round Grinding,ID4528,2012-03-23 23:59:48+00:00,Case101,Variant 10,10,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-25 14:45:00+00:00,Round Grinding,ID4528,2012-03-25 08:35:24+00:00,Case101,Variant 10,10,Fluxicon Disco
Lapping,complete,ID0998,2012-03-25 19:00:00+00:00,Lapping,ID0998,2012-03-25 15:02:51+00:00,Case101,Variant 10,10,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-25 19:29:00+00:00,Laser Marking,ID0998,2012-03-25 19:25:48.600000+00:00,Case101,Variant 10,10,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-25 19:31:00+00:00,Final Inspection Q.C.,ID4618,2012-03-25 19:29:30+00:00,Case101,Variant 10,10,Fluxicon Disco
Packing,complete,ID4820,2012-03-26 09:00:00+00:00,Packing,ID4820,2012-03-26 05:37:45+00:00,Case101,Variant 10,10,Fluxicon Disco
End,complete,End,2012-03-26 09:00:00+00:00,End,End,2012-03-26 09:00:00+00:00,Case101,Variant 10,10,Fluxicon Disco
Start,complete,Start,2012-02-27 23:40:00+00:00,Start,Start,2012-02-27 23:40:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 04:09:00+00:00,Turning & Milling,ID4219,2012-02-28 03:36:43.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-28 08:23:00+00:00,Turning & Milling,ID4219,2012-02-28 07:52:31.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 20:26:00+00:00,Turning & Milling,ID0997,2012-02-28 18:59:14.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-28 22:25:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-28 22:11:54.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-28 23:12:00+00:00,Turning & Milling,ID0997,2012-02-28 23:06:21.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 00:56:00+00:00,Turning & Milling,ID0997,2012-02-29 00:43:31.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-02-29 08:29:00+00:00,Turning & Milling,ID4219,2012-02-29 07:34:38.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-29 11:31:00+00:00,Turning & Milling,ID4794,2012-02-29 11:09:09.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 18:05:00+00:00,Turning & Milling,ID0997,2012-02-29 17:17:43.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-02-29 23:00:00+00:00,Turning & Milling,ID0997,2012-02-29 22:24:36+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-29 23:36:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-29 23:32:02.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:20:00+00:00,Turning & Milling,ID0997,2012-03-01 00:14:43.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-01 00:48:00+00:00,Turning & Milling,ID0997,2012-03-01 00:44:38.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-01 07:11:00+00:00,Turning & Milling,ID4219,2012-03-01 06:25:02.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-01 17:49:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-01 16:38:49.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-06 08:15:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-05 20:06:08.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-08 21:41:00+00:00,Laser Marking,ID0998,2012-03-08 14:55:32.400000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID4882,2012-03-09 08:15:00+00:00,Lapping,ID4882,2012-03-08 22:25:22.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Lapping,complete,ID0998,2012-03-11 18:04:00+00:00,Lapping,ID0998,2012-03-09 12:17:49.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 03:00:00+00:00,Round Grinding,ID4528,2012-03-11 19:08:19.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4528,2012-03-12 06:40:00+00:00,Round Grinding,ID4528,2012-03-12 03:26:24+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:04:00+00:00,Round Grinding,ID4445,2012-03-12 07:40:28.800000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 15:09:00+00:00,Round Grinding,ID4287,2012-03-12 15:04:36+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 15:09:00+00:00,Round Grinding,ID4445,2012-03-12 15:09:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4287,2012-03-12 17:57:00+00:00,Round Grinding,ID4287,2012-03-12 15:29:09.600000+00:00,Case102,Variant 11,11,Fluxicon Disco
Round Grinding,complete,ID4445,2012-03-12 17:58:00+00:00,Round Grinding,ID4445,2012-03-12 17:57:07.200000+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 00:00:00+00:00,Final Inspection Q.C.,ID4287,2012-03-12 19:28:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-13 15:06:00+00:00,Final Inspection Q.C.,ID4287,2012-03-13 03:46:30+00:00,Case102,Variant 11,11,Fluxicon Disco
Packing,complete,ID4820,2012-03-14 08:00:00+00:00,Packing,ID4820,2012-03-14 03:46:30+00:00,Case102,Variant 11,11,Fluxicon Disco
End,complete,End,2012-03-14 08:00:00+00:00,End,End,2012-03-14 08:00:00+00:00,Case102,Variant 11,11,Fluxicon Disco
Start,complete,Start,2012-03-06 16:10:00+00:00,Start,Start,2012-03-06 16:10:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-06 17:18:00+00:00,Turning & Milling,ID4219,2012-03-06 17:09:50.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-08 13:51:00+00:00,Turning & Milling,ID0997,2012-03-08 08:30:14.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-08 23:38:00+00:00,Turning & Milling,ID4219,2012-03-08 22:27:33.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 11:35:00+00:00,Turning & Milling,ID0997,2012-03-09 10:08:57.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-09 14:27:00+00:00,Turning & Milling,ID0997,2012-03-09 14:06:21.600000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-09 17:27:00+00:00,Turning & Milling,ID4219,2012-03-09 17:05:24+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-09 17:38:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-09 17:36:47.400000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-11 15:16:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-11 10:14:49.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 17:37:00+00:00,Turning & Milling,ID0997,2012-03-11 17:20:04.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 18:48:00+00:00,Turning & Milling,ID0997,2012-03-11 18:39:28.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-11 23:09:00+00:00,Turning & Milling,ID0997,2012-03-11 22:37:40.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-12 01:35:00+00:00,Turning & Milling,ID4219,2012-03-12 01:17:28.800000+00:00,Case103,Variant 12,12,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-12 15:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-12 13:56:22.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Laser Marking,complete,ID4355,2012-03-13 17:46:00+00:00,Laser Marking,ID4355,2012-03-13 14:52:25.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-03-13 21:04:00+00:00,Flat Grinding,ID0998,2012-03-13 20:32:19.200000+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-13 22:02:15+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 17:35:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 05:06:30+00:00,Case103,Variant 12,12,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-14 19:04:00+00:00,Final Inspection Q.C.,ID4618,2012-03-14 17:57:15+00:00,Case103,Variant 12,12,Fluxicon Disco
Packing,complete,ID4820,2012-03-15 08:00:00+00:00,Packing,ID4820,2012-03-15 04:46:00+00:00,Case103,Variant 12,12,Fluxicon Disco
End,complete,End,2012-03-15 08:00:00+00:00,End,End,2012-03-15 08:00:00+00:00,Case103,Variant 12,12,Fluxicon Disco
Start,complete,Start,2012-03-20 03:43:00+00:00,Start,Start,2012-03-20 03:43:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 09:26:00+00:00,Turning & Milling,ID4529,2012-03-20 08:44:50.400000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 13:41:00+00:00,Turning & Milling,ID4529,2012-03-20 13:10:24+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-03-20 18:07:00+00:00,Turning & Milling,ID4429,2012-03-20 17:35:04.800000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-20 18:54:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-20 18:48:49.800000+00:00,Case104,Variant 13,13,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4493,2012-03-21 14:41:00+00:00,Turning & Milling Q.C.,ID4493,2012-03-21 12:30:25.800000+00:00,Case104,Variant 13,13,Fluxicon Disco
Laser Marking,complete,ID4718,2012-03-21 16:49:00+00:00,Laser Marking,ID4718,2012-03-21 16:34:55.200000+00:00,Case104,Variant 13,13,Fluxicon Disco
End,complete,End,2012-03-21 16:49:00+00:00,End,End,2012-03-21 16:49:00+00:00,Case104,Variant 13,13,Fluxicon Disco
Start,complete,Start,2012-03-21 06:18:00+00:00,Start,Start,2012-03-21 06:18:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-03-21 13:34:00+00:00,Turning & Milling,ID4167,2012-03-21 12:41:40.800000+00:00,Case105,Variant 5,5,Fluxicon Disco
Turning & Milling,complete,ID4932,2012-03-21 17:31:00+00:00,Turning & Milling,ID4932,2012-03-21 17:02:33.600000+00:00,Case105,Variant 5,5,Fluxicon Disco
End,complete,End,2012-03-21 17:31:00+00:00,End,End,2012-03-21 17:31:00+00:00,Case105,Variant 5,5,Fluxicon Disco
Start,complete,Start,2012-03-15 17:14:00+00:00,Start,Start,2012-03-15 17:14:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-15 22:44:00+00:00,Turning & Milling,ID0997,2012-03-15 22:04:24+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling,complete,ID4219,2012-03-16 03:38:00+00:00,Turning & Milling,ID4219,2012-03-16 03:02:43.200000+00:00,Case106,Variant 14,14,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-03-19 14:28:00+00:00,Turning & Milling Q.C.,ID4618,2012-03-19 05:21:18+00:00,Case106,Variant 14,14,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-19 17:51:00+00:00,Laser Marking,ID0998,2012-03-19 17:28:40.200000+00:00,Case106,Variant 14,14,Fluxicon Disco
Flat Grinding,complete,ID4882,2012-03-19 22:20:00+00:00,Flat Grinding,ID4882,2012-03-19 21:36:57.600000+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 00:57:00+00:00,Final Inspection Q.C.,ID4618,2012-03-20 10:59:15+00:00,Case106,Variant 14,14,Fluxicon Disco
Packing,complete,ID4820,2012-03-22 08:00:00+00:00,Packing,ID4820,2012-03-22 08:00:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-22 20:05:00+00:00,Final Inspection Q.C.,ID4618,2012-03-22 11:01:15+00:00,Case106,Variant 14,14,Fluxicon Disco
End,complete,End,2012-03-22 20:05:00+00:00,End,End,2012-03-22 20:05:00+00:00,Case106,Variant 14,14,Fluxicon Disco
Start,complete,Start,2012-03-30 14:36:00+00:00,Start,Start,2012-03-30 14:36:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-03-30 19:47:00+00:00,Turning & Milling,ID4132,2012-03-30 19:09:40.800000+00:00,Case107,Variant 1,1,Fluxicon Disco
End,complete,End,2012-03-30 19:47:00+00:00,End,End,2012-03-30 19:47:00+00:00,Case107,Variant 1,1,Fluxicon Disco
Start,complete,Start,2012-02-27 08:18:00+00:00,Start,Start,2012-02-27 08:18:00+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-27 13:55:00+00:00,Turning & Milling,ID4794,2012-02-27 13:14:33.600000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-27 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-27 15:28:27+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 16:13:00+00:00,Turning & Milling,ID4529,2012-02-27 16:09:02.400000+00:00,Case108,Variant 15,15,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-27 19:38:00+00:00,Turning & Milling,ID4529,2012-02-27 19:13:24+00:00,Case108,Variant 15,15,Fluxicon Disco
